# LRA Stimulus Response — Time Series Data
# Source file:      ramp_90to60BPM_8s_210Hz.mp3
# Generated:        2026-07-13 15:48:01
# Stimulus duration:8.000 s
# Analysis window:  0.445s to 8.661s (clipped 0.4s at start, 0.8s+ at end,
#                    plus automatic trim of any trailing cutoff-ring artifact)
# Accel sample rate: 1594.7-1753.7 Hz (range across windows; 1677.6 Hz overall for this recording)
#                    peak_freq_hz below uses EACH WINDOW'S OWN rate (spread: 159.0 Hz) for maximum accuracy per instant
# FFT window size:  200 ms (335 samples)
# FFT step size:    50 ms
# FFT freq resolution: ~5.01 Hz per bin (at overall rate)
# LRA resonance:    210 Hz (free-air, characterized separately)
# Rows:             167
#
# To recreate plot in Python:
#   import numpy as np, matplotlib.pyplot as plt
#   data = np.loadtxt('filename.txt', delimiter='	', comments='#')
#   t, rms, freq = data[:,0], data[:,1], data[:,2]
#   fig, (ax1, ax2) = plt.subplots(2,1, sharex=True)
#   ax1.plot(t, rms);  ax1.set_ylabel('RMS Acceleration (g)')
#   ax2.plot(t, freq); ax2.set_ylabel('Dominant Frequency (Hz)')
#   plt.show()
#
# Columns:
# time_s	rms_g	peak_freq_hz
0.4447	0.005044	40.41
0.4933	0.004997	25.63
0.5398	0.004718	45.74
0.5898	0.004536	76.11
0.6399	0.004706	49.85
0.6898	0.004684	49.85
0.7398	0.005031	49.85
0.7898	0.005121	49.81
0.8399	0.519367	214.25
0.8890	1.084106	219.34
0.9366	1.219255	211.14
0.9898	1.223510	214.41
1.0399	1.124569	214.33
1.0883	0.596444	219.87
1.1366	0.116014	197.53
1.1803	0.013986	219.18
1.2302	0.005496	25.77
1.2804	0.005537	24.32
1.3300	0.005340	34.39
1.3843	0.005535	34.97
1.4332	0.005091	44.91
1.4799	0.005209	40.57
1.5298	0.456710	212.10
1.5799	1.049068	219.05
1.6306	1.217953	214.36
1.6802	1.225361	214.36
1.7298	1.152700	215.14
1.7799	0.658404	209.65
1.8299	0.145486	199.46
1.8799	0.020303	209.27
1.9298	0.005165	35.07
1.9765	0.005096	40.52
2.0283	0.005251	41.73
2.0768	0.005316	39.85
2.1204	0.005218	39.33
2.1767	0.005161	65.65
2.2198	0.006579	24.68
2.2742	0.819021	212.08
2.3223	1.196832	209.45
2.3701	1.244642	216.49
2.4282	1.245865	216.26
2.4735	0.961421	211.88
2.5241	0.377450	222.78
2.5724	0.062061	202.80
2.6207	0.006722	229.10
2.6702	0.004446	25.25
2.7200	0.004776	10.01
2.7699	0.004861	139.54
2.8199	0.005130	69.79
2.8702	0.005367	25.05
2.9168	0.005122	25.33
2.9683	0.006299	41.20
3.0167	0.827751	216.40
3.0628	1.210505	217.25
3.1190	1.258399	215.00
3.1698	1.259483	212.96
3.2206	0.972814	215.44
3.2683	0.376790	211.42
3.3164	0.056141	199.34
3.3631	0.006124	217.50
3.4121	0.004282	61.08
3.4598	0.004661	40.55
3.5123	0.004783	39.40
3.5598	0.004747	113.41
3.6122	0.005414	39.88
3.6620	0.005222	39.87
3.7123	0.005319	35.25
3.7598	0.422619	216.54
3.8102	1.048113	215.57
3.8600	1.240664	213.49
3.9133	1.249930	214.80
3.9607	1.184553	214.58
4.0098	0.708451	212.03
4.0598	0.167981	200.29
4.1098	0.020309	215.38
4.1567	0.005106	35.10
4.2089	0.004620	45.30
4.2566	0.004625	39.87
4.3068	0.004819	39.87
4.3567	0.004753	41.20
4.3999	0.004700	31.00
4.4502	0.004862	40.55
4.4998	0.004894	39.90
4.5502	0.234604	191.14
4.5998	0.982662	218.12
4.6498	1.236792	212.48
4.7010	1.253039	219.07
4.7567	1.242218	219.34
4.8000	0.801238	215.35
4.8498	0.217404	201.27
