# LRA Stimulus Response — Time Series Data
# Source file:      ramp_90to70BPM_8s_210Hz.mp3
# Generated:        2026-07-13 15:48:11
# Stimulus duration:8.000 s
# Analysis window:  0.445s to 8.664s (clipped 0.4s at start, 0.8s+ at end,
#                    plus automatic trim of any trailing cutoff-ring artifact)
# Accel sample rate: 1609.8-1744.1 Hz (range across windows; 1676.6 Hz overall for this recording)
#                    peak_freq_hz below uses EACH WINDOW'S OWN rate (spread: 134.2 Hz) for maximum accuracy per instant
# FFT window size:  200 ms (335 samples)
# FFT step size:    50 ms
# FFT freq resolution: ~5.00 Hz per bin (at overall rate)
# LRA resonance:    210 Hz (free-air, characterized separately)
# Rows:             167
#
# To recreate plot in Python:
#   import numpy as np, matplotlib.pyplot as plt
#   data = np.loadtxt('filename.txt', delimiter='	', comments='#')
#   t, rms, freq = data[:,0], data[:,1], data[:,2]
#   fig, (ax1, ax2) = plt.subplots(2,1, sharex=True)
#   ax1.plot(t, rms);  ax1.set_ylabel('RMS Acceleration (g)')
#   ax2.plot(t, freq); ax2.set_ylabel('Dominant Frequency (Hz)')
#   plt.show()
#
# Columns:
# time_s	rms_g	peak_freq_hz
0.4447	0.005253	39.52
0.4937	0.005324	40.06
0.5428	0.005125	40.06
0.5899	0.005071	25.37
0.6402	0.005283	25.25
0.6902	0.005145	24.89
0.7402	0.005353	34.90
0.7902	0.005538	34.90
0.8402	0.600540	214.32
0.8830	1.116368	219.35
0.9355	1.250575	213.91
0.9902	1.253964	211.72
1.0427	1.120514	215.36
1.0829	0.599093	222.75
1.1392	0.100609	199.77
1.1826	0.012502	209.72
1.2354	0.005051	34.89
1.2826	0.004733	34.29
1.3355	0.004629	24.93
1.3856	0.004505	39.85
1.4348	0.004611	40.99
1.4828	0.004665	35.22
1.5301	0.691057	214.36
1.5833	1.162462	219.28
1.6311	1.256000	208.77
1.6828	1.258322	214.23
1.7348	1.074229	215.38
1.7802	0.510542	207.15
1.8302	0.085292	199.39
1.8802	0.007747	219.37
1.9302	0.004305	34.90
1.9801	0.004303	25.55
2.0274	0.004378	77.67
2.0753	0.004480	74.78
2.1227	0.004446	51.02
2.1753	0.004468	69.80
2.2228	0.600484	214.14
2.2753	1.105897	217.73
2.3229	1.248867	212.08
2.3768	1.252232	214.36
2.4250	1.116066	214.48
2.4753	0.601517	216.54
2.5228	0.106844	201.48
2.5702	0.013270	219.91
2.6229	0.005934	39.88
2.6702	0.005352	39.57
2.7202	0.005362	40.38
2.7718	0.004627	44.88
2.8204	0.004237	49.81
2.8702	0.004582	45.09
2.9153	0.112244	183.99
2.9627	0.932624	219.30
3.0155	1.234814	211.44
3.0702	1.258174	213.43
3.1202	1.256418	219.84
3.1682	0.867190	214.21
3.2150	0.269368	204.65
3.2635	0.035665	215.12
3.3151	0.005913	39.88
3.3629	0.005300	39.91
3.4150	0.005227	39.88
3.4634	0.005326	29.94
3.5145	0.005100	30.22
3.5627	0.005051	34.90
3.6130	0.005141	35.40
3.6602	0.416899	211.98
3.7102	1.047765	216.31
3.7602	1.236926	210.88
3.8131	1.245269	214.11
3.8635	1.179514	214.37
3.9104	0.687037	217.52
3.9602	0.158680	202.77
4.0102	0.020851	214.57
4.0602	0.004996	35.79
4.1028	0.005557	36.24
4.1552	0.005930	34.66
4.2028	0.005929	39.79
4.2567	0.005971	39.88
4.3033	0.005810	34.90
4.3552	0.005501	35.15
4.4028	0.331602	209.83
4.4552	0.997905	217.85
4.5029	1.235091	213.43
4.5566	1.249128	208.70
4.6037	1.217619	214.42
4.6552	0.778321	215.85
4.7028	0.207194	200.26
4.7503	0.025077	214.98
4.8028	0.005590	35.35
4.8502	0.005284	39.66
4.9002	0.005572	39.87
4.9514	0.005428	39.88
5.0003	0.005535	34.90
5.0503	0.005406	41.65
5.0953	0.004796	40.50
5.1428	0.005052	25.43
5.1952	0.781721	214.98
5.2428	1.208947	211.44
5.2953	1.266755	213.97
5.3502	1.267814	219.18
5.4003	1.015895	214.42
5.4430	0.416576	212.33
5.4952	0.062508	199.83
5.5428	0.006613	39.91
5.5952	0.004809	39.80
5.6428	0.004750	39.84
5.6953	0.004904	40.87
5.7430	0.004773	39.89
5.7904	0.005281	24.92
5.8428	0.005422	30.33
5.8903	0.005217	24.94
5.9403	0.034895	199.41
5.9902	0.899893	219.23
6.0403	1.230452	211.64
6.0904	1.266599	214.38
6.1428	1.267277	209.20
6.1902	0.917455	209.48
6.2403	0.332619	212.32
6.2828	0.048423	208.85
6.3353	0.005447	29.63
6.3860	0.004387	34.46
6.4370	0.004440	34.89
6.4854	0.004394	35.46
6.5354	0.004395	60.35
6.5828	0.004860	30.30
6.6352	0.004601	45.02
6.6828	0.004545	39.87
6.7303	0.004804	35.37
6.7828	0.728097	214.36
6.8326	1.146293	214.12
6.8828	1.246216	214.40
6.9352	1.248384	216.24
6.9828	1.027746	214.34
7.0303	0.523663	212.96
7.0828	0.083855	201.79
7.1318	0.008464	39.90
7.1804	0.006033	39.88
7.2302	0.005951	25.05
7.2803	0.005629	25.59
7.3228	0.005748	25.87
7.3752	0.005514	24.52
7.4229	0.005007	4.90
7.4753	0.005051	234.46
7.5264	0.004573	34.90
7.5751	0.051620	224.40
7.6228	0.896639	223.40
7.6752	1.227808	219.20
7.7228	1.258174	209.74
7.7752	1.258250	208.92
7.8272	0.905189	214.16
7.8755	0.303245	204.71
7.9230	0.041130	209.36
7.9724	0.005991	209.64
8.0228	0.004935	39.93
8.0702	0.004772	156.19
8.1202	0.004963	25.02
8.1703	0.004785	29.91
8.2203	0.004782	44.86
8.2702	0.004757	45.98
8.3176	0.004608	40.92
8.3654	0.004537	41.30
8.4152	0.004458	20.18
8.4634	0.004506	20.20
8.5152	0.004614	24.74
8.5629	0.004917	34.84
8.6166	0.004730	39.88
8.6637	0.004919	39.89
