# LRA Stimulus Response — Time Series Data
# Source file:      ramp_90to110BPM_8s_210Hz.mp3
# Generated:        2026-07-13 15:47:39
# Stimulus duration:8.000 s
# Analysis window:  0.444s to 8.276s (clipped 0.4s at start, 0.8s+ at end,
#                    plus automatic trim of any trailing cutoff-ring artifact)
# Accel sample rate: 1600.6-1737.9 Hz (range across windows; 1675.4 Hz overall for this recording)
#                    peak_freq_hz below uses EACH WINDOW'S OWN rate (spread: 137.2 Hz) for maximum accuracy per instant
# FFT window size:  200 ms (335 samples)
# FFT step size:    50 ms
# FFT freq resolution: ~5.00 Hz per bin (at overall rate)
# LRA resonance:    210 Hz (free-air, characterized separately)
# Rows:             159
#
# To recreate plot in Python:
#   import numpy as np, matplotlib.pyplot as plt
#   data = np.loadtxt('filename.txt', delimiter='	', comments='#')
#   t, rms, freq = data[:,0], data[:,1], data[:,2]
#   fig, (ax1, ax2) = plt.subplots(2,1, sharex=True)
#   ax1.plot(t, rms);  ax1.set_ylabel('RMS Acceleration (g)')
#   ax2.plot(t, freq); ax2.set_ylabel('Dominant Frequency (Hz)')
#   plt.show()
#
# Columns:
# time_s	rms_g	peak_freq_hz
0.4445	0.004876	34.85
0.4945	0.004582	35.26
0.5429	0.004876	25.03
0.5929	0.004577	29.86
0.6429	0.004592	45.02
0.6920	0.004699	35.06
0.7417	0.004660	40.35
0.7845	0.004442	39.86
0.8400	0.719876	214.34
0.8845	1.184048	210.23
0.9400	1.272780	216.24
0.9927	1.274807	219.60
1.0418	1.075329	214.50
1.0843	0.504312	222.79
1.1344	0.083322	198.60
1.1845	0.013410	219.06
1.2358	0.005478	29.89
1.2845	0.005054	34.73
1.3345	0.005046	40.14
1.3845	0.005297	39.88
1.4345	0.005041	35.24
1.4800	0.641300	219.27
1.5325	1.141236	217.09
1.5800	1.278200	212.41
1.6346	1.282623	219.36
1.6855	1.130966	216.48
1.7325	0.615288	217.24
1.7812	0.122179	199.95
1.8320	0.014297	215.91
1.8800	0.005654	25.07
1.9300	0.005527	4.97
1.9775	0.005477	30.74
2.0251	0.005466	29.95
2.0746	0.005158	30.36
2.1246	0.696196	220.00
2.1745	1.170591	212.19
2.2246	1.262633	214.97
2.2809	1.266556	217.75
2.3286	1.066906	219.29
2.3760	0.518106	215.49
2.4246	0.112849	203.55
2.4744	0.010097	220.90
2.5245	0.005450	34.90
2.5746	0.005142	34.88
2.6245	0.005400	35.71
2.6725	0.005034	55.25
2.7200	0.093255	208.83
2.7731	0.932138	216.91
2.8206	1.239415	214.44
2.8727	1.274944	211.60
2.9245	1.274850	214.93
2.9736	0.896234	215.18
3.0201	0.329373	209.18
3.0646	0.053002	197.95
3.1200	0.007059	34.89
3.1700	0.005048	34.82
3.2173	0.005442	40.46
3.2650	0.005618	39.87
3.3171	0.005674	34.95
3.3646	0.649488	219.82
3.4170	1.132940	216.10
3.4646	1.262317	214.37
3.5173	1.268696	214.32
3.5646	1.109500	214.36
3.6145	0.599193	217.41
3.6646	0.148206	194.41
3.7145	0.013172	231.63
3.7606	0.005242	25.52
3.8125	0.004879	39.89
3.8599	0.004736	39.85
3.9119	0.004703	90.56
3.9607	0.400021	199.18
4.0107	1.031889	218.75
4.0577	1.247635	215.20
4.1119	1.263211	217.39
4.1606	1.215911	216.85
4.2119	0.760108	216.26
4.2600	0.213531	199.97
4.3102	0.024715	214.54
4.3561	0.006298	40.42
4.4044	0.005526	40.91
4.4573	0.005210	39.63
4.5046	0.005413	39.86
4.5573	0.344509	207.23
4.6046	1.022668	218.89
4.6545	1.247372	211.05
4.7050	1.266577	212.18
4.7577	1.232245	214.32
4.8066	0.773762	214.86
4.8546	0.241868	202.58
4.9045	0.034317	219.26
4.9525	0.005919	40.26
5.0001	0.005160	40.67
5.0527	0.004972	39.85
5.1002	0.005172	39.89
5.1501	0.458773	220.28
5.2000	1.060377	214.74
5.2503	1.265271	214.32
5.3039	1.276079	216.56
5.3548	1.196026	217.70
5.4006	0.729470	216.25
5.4518	0.176976	202.32
5.5002	0.022246	214.72
5.5470	0.005517	29.74
5.5992	0.004694	30.79
5.6444	0.004651	30.30
5.6944	0.004638	25.52
5.7444	0.700850	210.47
5.7946	1.160365	213.50
5.8475	1.272731	218.06
5.8999	1.276550	219.15
5.9456	1.088275	214.21
5.9947	0.555968	220.30
6.0446	0.107755	195.33
6.0945	0.011521	229.55
6.1446	0.005406	34.82
6.1945	0.005480	35.22
6.2448	0.005266	30.62
6.2927	0.143612	211.54
6.3400	0.940239	217.06
6.3920	1.227401	217.31
6.4446	1.257578	214.50
6.4946	1.253423	211.08
6.5428	0.857922	214.62
6.5924	0.295626	201.88
6.6399	0.042786	206.03
6.6906	0.005644	25.86
6.7402	0.004701	24.92
6.7846	0.004967	25.22
6.8399	0.004996	30.72
6.8882	0.690451	214.46
6.9350	1.145450	213.50
6.9845	1.245164	210.45
7.0399	1.247675	214.93
7.0846	1.058052	210.37
7.1344	0.526292	219.67
7.1879	0.092655	199.52
7.2351	0.010014	224.36
7.2845	0.005230	45.44
7.3344	0.005332	25.00
7.3845	0.005027	24.92
7.4345	0.502163	214.83
7.4800	1.080175	219.36
7.5339	1.248462	212.29
7.5845	1.257285	211.04
7.6345	1.165450	214.35
7.6831	0.656476	214.17
7.7325	0.160586	201.94
7.7800	0.018758	217.22
7.8246	0.004986	209.01
7.8800	0.004519	4.99
7.9275	0.004407	4.97
7.9750	0.373423	204.97
8.0250	1.029178	222.53
8.0745	1.256721	211.34
8.1247	1.268076	217.42
8.1821	1.226864	217.71
8.2268	0.770119	214.58
8.2760	0.189687	201.01
