# LRA Stimulus Response — Time Series Data
# Source file:      ramp_90to120BPM_12s_210Hz.wav
# Generated:        2026-07-17 14:00:04
# Stimulus duration:12.000 s
# Analysis window:  0.431s to 11.934s (clipped 0.4s at start, 0.8s+ at end,
#                    plus automatic trim of any trailing cutoff-ring artifact)
# Accel sample rate: 1701.2-2026.3 Hz (range across windows; 1891.1 Hz overall for this recording)
#                    peak_freq_hz below uses EACH WINDOW'S OWN rate (spread: 325.1 Hz) for maximum accuracy per instant
# FFT window size:  200 ms (378 samples)
# FFT step size:    50 ms
# FFT freq resolution: ~5.00 Hz per bin (at overall rate)
# LRA resonance:    210 Hz (free-air, characterized separately)
# Rows:             231
#
# To recreate plot in Python:
#   import numpy as np, matplotlib.pyplot as plt
#   data = np.loadtxt('filename.txt', delimiter='	', comments='#')
#   t, rms, freq = data[:,0], data[:,1], data[:,2]
#   fig, (ax1, ax2) = plt.subplots(2,1, sharex=True)
#   ax1.plot(t, rms);  ax1.set_ylabel('RMS Acceleration (g)')
#   ax2.plot(t, freq); ax2.set_ylabel('Dominant Frequency (Hz)')
#   plt.show()
#
# Columns:
# time_s	rms_g	peak_freq_hz
0.4315	0.004906	40.83
0.4799	0.004674	69.54
0.5277	0.004448	73.74
0.5698	0.004373	152.71
0.6199	0.004185	67.45
0.6700	0.004491	142.42
0.7194	0.004506	56.01
0.7659	0.004578	110.51
0.8157	0.238330	230.47
0.8595	0.955860	239.41
0.9105	1.197581	224.63
0.9700	1.209863	222.14
1.0300	1.192532	227.28
1.0795	0.758404	234.43
1.1255	0.180742	209.90
1.1700	0.031514	203.97
1.2195	0.004459	141.22
1.2702	0.004126	157.01
1.3162	0.004344	107.76
1.3669	0.004768	67.57
1.4139	0.004802	61.82
1.4621	0.198178	97.74
1.5098	0.946288	245.44
1.5597	1.191271	228.98
1.6130	1.206177	228.57
1.6754	1.194672	224.98
1.7236	0.760995	226.72
1.7710	0.199382	203.78
1.8197	0.036083	210.22
1.8694	0.004738	62.90
1.9134	0.004220	239.45
1.9613	0.004330	141.65
2.0113	0.004601	86.30
2.0596	0.004658	89.85
2.1099	0.414515	5.05
2.1500	1.031692	244.37
2.2088	1.199092	221.92
2.2595	1.207161	222.15
2.3198	1.141162	221.81
2.3700	0.646067	217.24
2.4199	0.145807	208.27
2.4615	0.024953	73.66
2.5113	0.005001	72.88
2.5595	0.005061	45.36
2.6115	0.005159	47.70
2.6595	0.005175	41.91
2.6995	0.005039	31.83
2.7499	0.754321	239.37
2.7995	1.165901	226.60
2.8594	1.226681	222.08
2.9152	1.228410	222.10
2.9700	0.980400	239.38
3.0195	0.404053	223.59
3.0594	0.068574	205.20
3.1115	0.008741	25.99
3.1644	0.004455	213.98
3.2115	0.004515	61.37
3.2599	0.004774	164.48
3.3065	0.004629	10.58
3.3524	0.488830	241.27
3.4000	1.056179	238.39
3.4500	1.206871	224.62
3.5115	1.213663	220.52
3.5699	1.119439	224.23
3.6216	0.614363	221.67
3.6680	0.138441	207.94
3.7140	0.022008	176.73
3.7618	0.004275	177.01
3.8114	0.004643	78.11
3.8595	0.004725	99.16
3.9055	0.004807	105.58
3.9529	0.283289	5.24
4.0003	0.971402	236.89
4.0499	1.192194	225.10
4.1118	1.203738	221.53
4.1700	1.178168	230.37
4.2210	0.723499	209.23
4.2621	0.174207	210.03
4.3120	0.030969	208.30
4.3599	0.005342	25.26
4.4120	0.004847	106.20
4.4595	0.004835	99.70
4.4998	0.004762	47.35
4.5500	0.325448	5.01
4.5995	1.000732	225.66
4.6502	1.220998	222.18
4.7120	1.230277	222.14
4.7700	1.194027	232.98
4.8195	0.733075	234.08
4.8600	0.162977	210.01
4.9122	0.028101	214.74
4.9599	0.004394	52.50
5.0099	0.004542	53.17
5.0499	0.004744	31.50
5.0998	0.004666	194.21
5.1499	0.516646	228.85
5.2000	1.068886	225.18
5.2548	1.198848	222.10
5.3124	1.203880	229.99
5.3700	1.098420	238.70
