# LRA Stimulus Response — Time Series Data
# Source file:      ramp_90to110BPM_12s_210Hz.wav
# Generated:        2026-07-17 13:59:49
# Stimulus duration:12.000 s
# Analysis window:  0.430s to 11.921s (clipped 0.4s at start, 0.8s+ at end,
#                    plus automatic trim of any trailing cutoff-ring artifact)
# Accel sample rate: 1695.4-2031.6 Hz (range across windows; 1893.5 Hz overall for this recording)
#                    peak_freq_hz below uses EACH WINDOW'S OWN rate (spread: 336.1 Hz) for maximum accuracy per instant
# FFT window size:  200 ms (378 samples)
# FFT step size:    50 ms
# FFT freq resolution: ~5.01 Hz per bin (at overall rate)
# LRA resonance:    210 Hz (free-air, characterized separately)
# Rows:             231
#
# To recreate plot in Python:
#   import numpy as np, matplotlib.pyplot as plt
#   data = np.loadtxt('filename.txt', delimiter='	', comments='#')
#   t, rms, freq = data[:,0], data[:,1], data[:,2]
#   fig, (ax1, ax2) = plt.subplots(2,1, sharex=True)
#   ax1.plot(t, rms);  ax1.set_ylabel('RMS Acceleration (g)')
#   ax2.plot(t, freq); ax2.set_ylabel('Dominant Frequency (Hz)')
#   plt.show()
#
# Columns:
# time_s	rms_g	peak_freq_hz
0.4303	0.005114	25.76
0.4722	0.005036	77.93
0.5265	0.004449	186.78
0.5746	0.004267	60.21
0.6226	0.004362	62.19
0.6709	0.004101	58.26
0.7189	0.004133	162.75
0.7629	0.004222	155.97
0.8125	0.171193	5.16
0.8628	0.934071	230.87
0.9122	1.191211	224.51
0.9703	1.203360	233.29
1.0302	1.194573	228.24
1.0722	0.771076	232.22
1.1263	0.176798	199.27
1.1721	0.025153	95.51
1.2227	0.004480	5.18
1.2706	0.004478	5.13
1.3189	0.004711	10.53
1.3666	0.004556	15.58
1.4122	0.004712	15.60
1.4627	0.033435	5.20
1.5102	0.862026	239.37
1.5583	1.188474	232.71
1.6122	1.217832	225.76
1.6722	1.218498	226.45
1.7267	0.872180	223.21
1.7738	0.281639	208.95
1.8222	0.045614	205.05
1.8679	0.004935	110.01
1.9164	0.004487	114.58
1.9642	0.004504	129.61
2.0122	0.004276	101.93
2.0603	0.004412	143.20
2.1023	0.041289	83.86
2.1522	0.872103	241.37
2.2025	1.190717	221.68
2.2628	1.223602	221.58
2.3227	1.224161	222.21
2.3728	0.870338	230.67
2.4224	0.288982	210.69
2.4703	0.050973	209.97
2.5163	0.005497	256.34
2.5628	0.004296	62.18
2.6125	0.004203	128.38
2.6603	0.004688	142.11
2.7027	0.004793	141.50
2.7522	0.246435	5.19
2.8028	0.964036	233.23
2.8523	1.227783	222.12
2.9123	1.242303	222.45
2.9723	1.224666	224.18
3.0225	0.793309	231.76
3.0702	0.207027	210.32
3.1145	0.036100	215.49
3.1667	0.004406	181.49
3.2123	0.004027	183.45
3.2626	0.004253	128.99
3.3102	0.004217	31.41
3.3523	0.004219	31.55
3.4028	0.543859	237.67
3.4523	1.079016	228.04
3.5033	1.212846	222.14
3.5666	1.218012	222.98
3.6228	1.098429	226.39
3.6714	0.586043	226.36
3.7191	0.116385	209.97
3.7648	0.017248	10.37
3.8128	0.004938	51.64
3.8628	0.004443	31.26
3.9108	0.004723	20.86
3.9563	0.004245	15.79
4.0041	0.032542	15.60
4.0523	0.873520	234.67
4.1026	1.197925	227.60
4.1603	1.226512	222.15
4.2188	1.227170	230.51
4.2723	0.872653	236.10
4.3146	0.280136	206.30
4.3630	0.048690	207.52
4.4122	0.005390	106.73
4.4625	0.004429	109.36
4.5108	0.004530	47.07
4.5546	0.004727	42.04
4.6029	0.004722	83.19
4.6523	0.636511	5.03
4.7026	1.111751	230.80
4.7529	1.230452	224.19
4.8146	1.234104	233.43
4.8703	1.066023	228.55
4.9120	0.547372	221.97
4.9624	0.102387	204.76
5.0123	0.016098	130.40
5.0602	0.004612	5.25
5.1032	0.004226	47.18
5.1523	0.004076	181.76
5.2026	0.003888	171.61
5.2523	0.400515	214.69
5.3008	1.019194	234.69
5.3521	1.214806	232.15
5.4108	1.225652	231.09
5.4628	1.168987	225.00
5.5123	0.688690	227.68
5.5628	0.170056	202.03
5.6123	0.028967	209.45
5.6603	0.004636	110.55
5.7028	0.004676	108.54
5.7523	0.004679	74.71
5.8038	0.004397	90.97
5.8523	0.173935	5.14
5.9001	0.943566	245.48
5.9461	1.212640	226.98
6.0028	1.229819	228.65
6.0655	1.220877	225.49
6.1123	0.801118	228.55
6.1629	0.216336	204.83
6.2123	0.039473	209.42
6.2603	0.005323	36.85
6.3028	0.004610	36.39
