# LRA Stimulus Response — Time Series Data
# Source file:      ramp_90to90BPM_12s_210Hz.wav
# Generated:        2026-07-17 14:00:48
# Stimulus duration:12.000 s
# Analysis window:  0.431s to 11.831s (clipped 0.4s at start, 0.8s+ at end,
#                    plus automatic trim of any trailing cutoff-ring artifact)
# Accel sample rate: 1693.0-2036.6 Hz (range across windows; 1902.7 Hz overall for this recording)
#                    peak_freq_hz below uses EACH WINDOW'S OWN rate (spread: 343.6 Hz) for maximum accuracy per instant
# FFT window size:  200 ms (380 samples)
# FFT step size:    50 ms
# FFT freq resolution: ~5.01 Hz per bin (at overall rate)
# LRA resonance:    210 Hz (free-air, characterized separately)
# Rows:             228
#
# To recreate plot in Python:
#   import numpy as np, matplotlib.pyplot as plt
#   data = np.loadtxt('filename.txt', delimiter='	', comments='#')
#   t, rms, freq = data[:,0], data[:,1], data[:,2]
#   fig, (ax1, ax2) = plt.subplots(2,1, sharex=True)
#   ax1.plot(t, rms);  ax1.set_ylabel('RMS Acceleration (g)')
#   ax2.plot(t, freq); ax2.set_ylabel('Dominant Frequency (Hz)')
#   plt.show()
#
# Columns:
# time_s	rms_g	peak_freq_hz
0.4306	0.004610	46.45
0.4812	0.004619	35.60
0.5328	0.004734	120.33
0.5811	0.004600	96.13
0.6295	0.004495	41.45
0.6783	0.004944	144.09
0.7253	0.004998	98.91
0.7750	0.005150	98.31
0.8211	0.317641	5.08
0.8711	0.983917	237.11
0.9215	1.178318	228.27
0.9811	1.184630	223.54
1.0406	1.141438	233.74
1.0897	0.660115	220.08
1.1306	0.123947	209.55
1.1850	0.016367	254.72
1.2310	0.004663	144.40
1.2816	0.004846	153.62
1.3309	0.004754	41.47
1.3798	0.004883	47.24
1.4234	0.005008	31.38
1.4716	0.033789	46.96
1.5216	0.855579	233.30
1.5709	1.169518	223.82
1.6328	1.189487	222.36
1.6910	1.189493	218.55
1.7414	0.827090	231.78
1.7910	0.219639	214.30
1.8351	0.033168	215.66
1.8818	0.004738	98.00
1.9310	0.004604	101.84
1.9844	0.004741	35.06
2.0310	0.004549	36.72
2.0815	0.004673	128.79
2.1300	0.004678	71.60
2.1780	0.709409	234.37
2.2260	1.136850	236.39
2.2815	1.198311	234.17
2.3415	1.199863	225.17
2.3909	0.967742	228.44
2.4430	0.384260	206.14
2.4911	0.061191	200.51
