# LRA Stimulus Response — Time Series Data
# Source file:      ramp_90to60BPM_12s_210Hz.wav
# Generated:        2026-07-17 14:00:19
# Stimulus duration:12.000 s
# Analysis window:  0.436s to 12.685s (clipped 0.4s at start, 0.8s+ at end,
#                    plus automatic trim of any trailing cutoff-ring artifact)
# Accel sample rate: 1690.5-2050.2 Hz (range across windows; 1912.9 Hz overall for this recording)
#                    peak_freq_hz below uses EACH WINDOW'S OWN rate (spread: 359.7 Hz) for maximum accuracy per instant
# FFT window size:  200 ms (382 samples)
# FFT step size:    50 ms
# FFT freq resolution: ~5.01 Hz per bin (at overall rate)
# LRA resonance:    210 Hz (free-air, characterized separately)
# Rows:             247
#
# To recreate plot in Python:
#   import numpy as np, matplotlib.pyplot as plt
#   data = np.loadtxt('filename.txt', delimiter='	', comments='#')
#   t, rms, freq = data[:,0], data[:,1], data[:,2]
#   fig, (ax1, ax2) = plt.subplots(2,1, sharex=True)
#   ax1.plot(t, rms);  ax1.set_ylabel('RMS Acceleration (g)')
#   ax2.plot(t, freq); ax2.set_ylabel('Dominant Frequency (Hz)')
#   plt.show()
#
# Columns:
# time_s	rms_g	peak_freq_hz
9.7298	0.004497	26.03
9.7744	0.004617	26.22
9.8219	0.004725	25.63
9.8707	0.004929	141.41
9.9204	0.004930	95.40
9.9719	0.004784	132.01
10.0205	0.005092	137.78
10.0672	0.004907	109.01
10.1159	0.004930	41.67
10.1640	0.004879	25.81
10.2114	0.005765	25.71
10.2604	0.783837	244.19
10.3098	1.138132	231.46
10.3642	1.169891	226.72
10.4269	1.170712	236.45
10.4804	0.882887	237.58
10.5207	0.284667	216.40
10.5699	0.045469	215.88
10.6204	0.004914	109.90
10.6698	0.004362	139.68
10.7204	0.004400	90.05
10.7698	0.004680	41.87
10.8198	0.004694	153.81
10.8604	0.004909	154.02
10.9149	0.004644	82.10
10.9641	0.004653	29.92
11.0142	0.004771	30.71
11.0604	0.004654	21.37
11.1098	0.004654	40.55
11.1508	0.009879	47.33
11.2065	0.838508	238.65
11.2500	1.186884	223.48
11.3104	1.212771	231.60
11.3739	1.213455	226.36
11.4219	0.887536	232.57
11.4703	0.268469	204.47
11.5205	0.044573	197.55
11.5698	0.004985	101.48
11.6188	0.004554	25.59
11.6669	0.004584	24.94
11.7154	0.004690	101.14
11.7640	0.004639	99.67
11.8121	0.004639	82.99
11.8605	0.004763	109.18
11.9071	0.004498	52.34
11.9553	0.004542	141.85
12.0027	0.004398	82.58
12.0504	0.004095	106.73
12.1004	0.004138	101.15
12.1515	0.004473	35.53
12.1999	0.004843	102.25
12.2468	0.005040	97.89
12.2955	0.005118	98.71
12.3434	0.004920	97.91
12.3914	0.004707	102.65
12.4404	0.004504	52.09
12.4898	0.004691	52.29
12.5348	0.004733	47.40
12.5821	0.004868	102.31
12.6298	0.004954	120.87
12.6848	0.004849	120.77
