# LRA Stimulus Response — Time Series Data
# Source file:      ramp_90to70BPM_12s_210Hz.wav
# Generated:        2026-07-17 14:00:34
# Stimulus duration:12.000 s
# Analysis window:  0.436s to 12.650s (clipped 0.4s at start, 0.8s+ at end,
#                    plus automatic trim of any trailing cutoff-ring artifact)
# Accel sample rate: 1685.7-2041.3 Hz (range across windows; 1910.2 Hz overall for this recording)
#                    peak_freq_hz below uses EACH WINDOW'S OWN rate (spread: 355.6 Hz) for maximum accuracy per instant
# FFT window size:  200 ms (382 samples)
# FFT step size:    50 ms
# FFT freq resolution: ~5.00 Hz per bin (at overall rate)
# LRA resonance:    210 Hz (free-air, characterized separately)
# Rows:             246
#
# To recreate plot in Python:
#   import numpy as np, matplotlib.pyplot as plt
#   data = np.loadtxt('filename.txt', delimiter='	', comments='#')
#   t, rms, freq = data[:,0], data[:,1], data[:,2]
#   fig, (ax1, ax2) = plt.subplots(2,1, sharex=True)
#   ax1.plot(t, rms);  ax1.set_ylabel('RMS Acceleration (g)')
#   ax2.plot(t, freq); ax2.set_ylabel('Dominant Frequency (Hz)')
#   plt.show()
#
# Columns:
# time_s	rms_g	peak_freq_hz
0.4358	0.004462	40.97
0.4808	0.004543	109.22
0.5338	0.004750	56.63
0.5818	0.004710	57.04
0.6295	0.004760	58.76
0.6731	0.004776	10.57
0.7195	0.004675	5.24
0.7695	0.004724	5.00
0.8199	0.229234	4.93
0.8727	0.966389	231.22
0.9219	1.174809	227.00
0.9809	1.184157	227.10
1.0396	1.164999	233.95
1.0895	0.693500	232.58
1.1308	0.154692	213.26
1.1825	0.023273	103.99
1.2308	0.004939	149.63
1.2808	0.004792	131.99
1.3308	0.004931	30.35
1.3789	0.005152	103.63
1.4280	0.005035	102.69
1.4733	0.005161	143.65
1.5250	0.647755	237.50
1.5733	1.114488	236.26
1.6211	1.187277	226.71
1.6844	1.189416	230.10
1.7395	0.997895	223.34
1.7895	0.431076	209.61
1.8399	0.073913	202.65
1.8795	0.008232	207.97
1.9363	0.004900	209.87
1.9814	0.004981	29.92
2.0295	0.005013	44.88
2.0795	0.004965	121.13
2.1295	0.004795	10.48
2.1790	0.012168	97.81
2.2198	0.832955	244.36
2.2732	1.157546	230.84
2.3295	1.182433	226.46
2.3930	1.183057	225.99
2.4401	0.854036	232.77
2.4939	0.253111	208.04
2.5395	0.041261	205.56
2.5896	0.004974	184.52
2.6390	0.004610	189.76
2.6875	0.004514	108.92
2.7340	0.004310	44.88
2.7819	0.004767	41.43
2.8296	0.004838	40.81
2.8796	0.046250	104.91
2.9295	0.878401	236.31
2.9720	1.177501	233.19
3.0364	1.195487	235.05
3.0934	1.195386	229.24
3.1411	0.825683	240.08
3.1896	0.212696	208.55
3.2399	0.032840	211.09
3.2895	0.004676	29.92
3.3396	0.004787	31.57
3.3896	0.004654	89.21
3.4295	0.004194	137.69
3.4796	0.004101	52.22
3.5351	0.004116	49.73
3.5800	0.010109	49.87
3.6301	0.853368	233.41
3.6796	1.179740	237.95
3.7390	1.205895	226.67
3.7895	1.206479	232.11
3.8501	0.865171	238.35
3.8944	0.260474	204.12
3.9420	0.040957	219.95
3.9899	0.004617	10.11
4.0400	0.004699	55.41
4.0916	0.004501	178.73
4.1400	0.004742	178.82
4.1796	0.004776	179.44
4.2296	0.004839	25.71
4.2852	0.004713	99.30
4.3329	0.638088	234.03
4.3805	1.115786	236.35
4.4299	1.200786	229.75
4.4910	1.202892	233.78
4.5500	1.031353	226.25
4.5895	0.463992	197.54
4.6459	0.074008	208.25
4.6929	0.009230	49.86
4.7416	0.005067	87.17
4.7896	0.004588	86.52
4.8404	0.004415	89.30
