# LRA Top-5 Frequency Peaks — Condensed Summary
# Source file: ramp_90to120BPM_12s_210Hz.wav
# Generated:   2026-07-17 14:00:04
# Accel sample rate: 1701.2-2026.3 Hz per-window range (1891.1 Hz overall)
# Freq resolution:   5.00 Hz per bin (peaks below are quantized to this common grid;
#                    each window measured at its own real rate, then
#                    resampled here for cross-window comparability)
# Rows:        231
#
# For each time window, the top 5 frequency peaks by magnitude,
# sorted strongest first. Each peak is reported in BOTH units:
#   peakN_g  = linear amplitude in g (true physical intensity)
#   peakN_db = 20*log10(g) (compressed range — easier to compare
#              strong vs weak components, e.g. Shepard octave partners)
#
# NOTE: adjacent bins around one physical tone can both appear as
# separate 'peaks' — treat peaks within 1-2 bins of each other as
# the same component.
#
time_s	peak1_hz	peak1_g	peak1_db	peak2_hz	peak2_g	peak2_db	peak3_hz	peak3_g	peak3_db	peak4_hz	peak4_g	peak4_db	peak5_hz	peak5_g	peak5_db
0.4315	60.0	0.29766	-10.5	65.0	0.28680	-10.8	145.1	0.26820	-11.4	335.2	0.25630	-11.8	340.2	0.24155	-12.3
0.4799	70.0	0.43751	-7.2	75.0	0.35461	-9.0	50.0	0.30052	-10.4	65.0	0.27346	-11.3	55.0	0.27153	-11.3
0.5277	70.0	0.34216	-9.3	160.1	0.29139	-10.7	75.0	0.28320	-11.0	165.1	0.26139	-11.7	50.0	0.23828	-12.5
0.5698	150.1	0.29349	-10.6	70.0	0.28291	-11.0	245.1	0.28177	-11.0	155.1	0.28112	-11.0	65.0	0.26866	-11.4
0.6199	150.1	0.29137	-10.7	70.0	0.26807	-11.4	100.1	0.26351	-11.6	145.1	0.25979	-11.7	65.0	0.25540	-11.9
0.6700	145.1	0.33382	-9.5	150.1	0.29955	-10.5	140.1	0.27372	-11.3	50.0	0.27052	-11.4	55.0	0.26933	-11.4
0.7194	55.0	0.32677	-9.7	60.0	0.30201	-10.4	105.1	0.28890	-10.8	80.0	0.28519	-10.9	155.1	0.26919	-11.4
0.7659	110.1	0.42290	-7.5	115.1	0.40389	-7.9	65.0	0.26661	-11.5	205.1	0.25859	-11.7	270.2	0.25494	-11.9
0.8157	230.1	0.44021	-7.1	210.1	0.42480	-7.4	200.1	0.40064	-7.9	110.1	0.33605	-9.5	260.2	0.31669	-10.0
0.8595	240.1	50.58297	34.1	235.1	50.24173	34.0	245.1	44.02979	32.9	230.1	43.63720	32.8	225.1	34.07872	30.6
0.9105	225.1	230.34194	47.2	230.1	185.21910	45.4	220.1	170.36083	44.6	235.1	91.22772	39.2	215.1	76.31445	37.7
0.9700	225.1	287.82407	49.2	220.1	278.79779	48.9	230.1	143.32065	43.1	215.1	110.55264	40.9	410.2	65.10825	36.3
1.0300	225.1	166.66384	44.4	230.1	151.88504	43.6	220.1	125.38190	42.0	235.1	87.28740	38.8	215.1	69.09298	36.8
1.0795	235.1	32.57014	30.3	230.1	31.22804	29.9	240.1	27.79725	28.9	205.1	25.30513	28.1	225.1	24.39348	27.7
1.1255	210.1	7.96523	18.0	205.1	6.97698	16.9	215.1	6.70340	16.5	200.1	4.49684	13.1	220.1	3.42664	10.7
1.1700	205.1	0.53577	-5.4	215.1	0.51073	-5.8	200.1	0.47407	-6.5	220.1	0.39360	-8.1	185.1	0.38509	-8.3
1.2195	140.1	0.34632	-9.2	145.1	0.26570	-11.5	135.1	0.26065	-11.7	260.2	0.23144	-12.7	110.1	0.21298	-13.4
1.2702	155.1	0.26600	-11.5	75.0	0.25915	-11.7	110.1	0.25816	-11.8	105.1	0.24848	-12.1	160.1	0.22290	-13.0
1.3162	105.1	0.35113	-9.1	110.1	0.34819	-9.2	100.1	0.27137	-11.3	205.1	0.24363	-12.3	70.0	0.24164	-12.3
1.3669	105.1	0.38494	-8.3	65.0	0.34497	-9.2	70.0	0.34164	-9.3	100.1	0.34146	-9.3	110.1	0.32146	-9.9
1.4139	60.0	0.47610	-6.4	65.0	0.39083	-8.2	55.0	0.35186	-9.1	80.0	0.32153	-9.9	50.0	0.27359	-11.3
1.4621	95.1	0.36313	-8.8	100.1	0.34395	-9.3	80.0	0.33128	-9.6	60.0	0.31703	-10.0	50.0	0.31201	-10.1
1.5098	245.1	46.32912	33.3	240.1	45.62614	33.2	250.1	41.93227	32.5	235.1	40.08959	32.1	255.2	32.89766	30.3
1.5597	230.1	214.29130	46.6	225.1	183.99756	45.3	235.1	159.32675	44.0	220.1	88.72105	39.0	240.1	83.80928	38.5
1.6130	230.1	288.73644	49.2	225.1	267.84288	48.6	235.1	159.17673	44.0	220.1	99.58103	40.0	425.3	58.08220	35.3
1.6754	225.1	173.75372	44.8	230.1	164.99031	44.3	220.1	110.91997	40.9	235.1	97.80887	39.8	215.1	45.47334	33.2
1.7236	225.1	36.19033	31.2	230.1	35.01328	30.9	220.1	33.09806	30.4	235.1	29.13471	29.3	215.1	28.16821	29.0
1.7710	205.1	8.25204	18.3	210.1	7.00592	16.9	200.1	6.96676	16.9	195.1	4.84955	13.7	215.1	4.54154	13.1
1.8197	210.1	0.85403	-1.4	215.1	0.68618	-3.3	205.1	0.53243	-5.5	200.1	0.51939	-5.7	230.1	0.49620	-6.1
1.8694	65.0	0.35237	-9.1	70.0	0.28631	-10.9	235.1	0.26078	-11.7	60.0	0.23595	-12.5	240.1	0.22942	-12.8
1.9134	140.1	0.29114	-10.7	240.1	0.28742	-10.8	145.1	0.28687	-10.8	105.1	0.28253	-11.0	85.1	0.23882	-12.4
1.9613	145.1	0.34212	-9.3	140.1	0.34038	-9.4	110.1	0.28588	-10.9	150.1	0.26644	-11.5	85.1	0.26122	-11.7
2.0113	90.1	0.37186	-8.6	85.1	0.36802	-8.7	80.0	0.26022	-11.7	300.2	0.23773	-12.5	55.0	0.23770	-12.5
2.0596	90.1	0.37540	-8.5	55.0	0.32621	-9.7	60.0	0.30550	-10.3	50.0	0.26021	-11.7	180.1	0.24922	-12.1
2.1099	220.1	1.28927	2.2	225.1	1.27640	2.1	235.1	1.17757	1.4	230.1	1.13777	1.1	215.1	1.12310	1.0
2.1500	245.1	70.85583	37.0	240.1	68.05085	36.7	250.1	62.88526	36.0	235.1	56.35483	35.0	255.2	47.30242	33.5
2.2088	225.1	237.31873	47.5	220.1	230.24660	47.2	230.1	144.41590	43.2	215.1	123.93978	41.9	235.1	59.43902	35.5
2.2595	225.1	271.74278	48.7	220.1	267.67301	48.6	230.1	130.44508	42.3	215.1	116.31973	41.3	410.2	54.22399	34.7
2.3198	220.1	135.41485	42.6	225.1	114.28733	41.2	215.1	107.17798	40.6	230.1	69.36553	36.8	210.1	54.38339	34.7
2.3700	220.1	24.94837	27.9	215.1	23.89731	27.6	225.1	23.44307	27.4	230.1	22.22474	26.9	235.1	20.60036	26.3
2.4199	205.1	5.44724	14.7	210.1	5.43870	14.7	200.1	4.25504	12.6	215.1	4.00949	12.1	195.1	2.96043	9.4
2.4615	115.1	0.31163	-10.1	205.1	0.31046	-10.2	75.0	0.30444	-10.3	210.1	0.29990	-10.5	255.2	0.29103	-10.7
2.5113	75.0	0.43489	-7.2	70.0	0.36522	-8.7	80.0	0.30378	-10.3	50.0	0.29991	-10.5	110.1	0.26610	-11.5
2.5595	70.0	0.40623	-7.8	50.0	0.36799	-8.7	75.0	0.33572	-9.5	65.0	0.25923	-11.7	55.0	0.25362	-11.9
2.6115	50.0	0.36175	-8.8	65.0	0.35158	-9.1	195.1	0.30149	-10.4	70.0	0.28905	-10.8	200.1	0.22793	-12.8
2.6595	195.1	0.35211	-9.1	50.0	0.34615	-9.2	65.0	0.34429	-9.3	60.0	0.33777	-9.4	190.1	0.28198	-11.0
2.6995	165.1	0.32128	-9.9	55.0	0.29182	-10.7	110.1	0.28957	-10.8	85.1	0.27411	-11.2	160.1	0.25791	-11.8
2.7499	240.1	14.35304	23.1	235.1	14.28235	23.1	245.1	13.59605	22.7	230.1	13.37263	22.5	225.1	12.04923	21.6
2.7995	225.1	140.26281	42.9	230.1	132.48850	42.4	220.1	110.80513	40.9	235.1	87.71152	38.9	215.1	74.62065	37.5
2.8594	225.1	276.98170	48.8	220.1	267.55125	48.5	230.1	150.23967	43.5	215.1	108.99491	40.7	210.1	64.33548	36.2
2.9152	220.1	233.00626	47.3	225.1	210.51648	46.5	215.1	144.28904	43.2	230.1	98.31568	39.9	210.1	78.15378	37.9
2.9700	240.1	81.14635	38.2	235.1	74.11152	37.4	245.1	70.84795	37.0	230.1	53.16910	34.5	250.1	47.75673	33.6
3.0195	225.1	12.25364	21.8	210.1	11.36761	21.1	220.1	11.34525	21.1	205.1	11.16131	21.0	215.1	10.53010	20.4
3.0594	205.1	1.96809	5.9	200.1	1.88576	5.5	195.1	1.70708	4.6	210.1	1.49606	3.5	190.1	1.37857	2.8
3.1115	130.1	0.28549	-10.9	125.1	0.23507	-12.6	225.1	0.22005	-13.1	220.1	0.21028	-13.5	135.1	0.19878	-14.0
3.1644	215.1	0.32791	-9.7	210.1	0.30952	-10.2	105.1	0.28028	-11.0	50.0	0.25851	-11.8	55.0	0.23678	-12.5
3.2115	220.1	0.29203	-10.7	80.0	0.28331	-11.0	60.0	0.26984	-11.4	155.1	0.26660	-11.5	110.1	0.26579	-11.5
3.2599	165.1	0.34723	-9.2	160.1	0.28625	-10.9	70.0	0.28017	-11.1	65.0	0.26321	-11.6	170.1	0.24945	-12.1
3.3065	100.1	0.35384	-9.0	105.1	0.33469	-9.5	220.1	0.26758	-11.5	75.0	0.25575	-11.8	270.2	0.24975	-12.1
3.3524	245.1	2.18684	6.8	240.1	2.14500	6.6	250.1	2.11069	6.5	230.1	2.10876	6.5	235.1	2.01866	6.1
