Participant,Block,Stimulus,Modality,Rank,Filename,Score
2,1,shepard,audio,1,shepard_falling_1.0.mp3,-10.0
2,1,shepard,audio,2,pitch_decrease_strong_200to100Hz.mp3,-6.7
2,1,shepard,audio,3,pitch_decrease_mild_200to141Hz.mp3,-4.0
2,1,shepard,audio,4,pitch_constant_200to200Hz.mp3,0.0
2,1,shepard,audio,5,pitch_increase_mild_200to283Hz.mp3,3.5
2,1,shepard,audio,6,pitch_increase_strong_200to400Hz.mp3,7.0
2,1,shepard,audio,7,shepard_rising_1.0.mp3,10.0
2,2,shepard,both,1,shepard_falling_1.0.mp3,-10.0
2,2,shepard,both,2,pitch_decrease_strong_200to100Hz.mp3,-7.1
2,2,shepard,both,3,pitch_decrease_mild_200to141Hz.mp3,-3.8
2,2,shepard,both,4,pitch_constant_200to200Hz.mp3,0.0
2,2,shepard,both,5,pitch_increase_mild_200to283Hz.mp3,3.0
2,2,shepard,both,6,pitch_increase_strong_200to400Hz.mp3,6.4
2,2,shepard,both,7,shepard_rising_1.0.mp3,10.0
2,3,shepard,haptic,1,pitch_decrease_strong_200to100Hz.mp3,-10.0
2,3,shepard,haptic,2,pitch_increase_strong_200to400Hz.mp3,-6.8
2,3,shepard,haptic,3,pitch_constant_200to200Hz.mp3,-2.8
2,3,shepard,haptic,4,shepard_rising_1.0.mp3,0.0
2,3,shepard,haptic,5,shepard_falling_1.0.mp3,3.0
2,3,shepard,haptic,6,pitch_increase_mild_200to283Hz.mp3,7.2
2,3,shepard,haptic,7,pitch_decrease_mild_200to141Hz.mp3,10.0
