Participant,Stimulus,Filename,Modality,Score_Run1,Score_Run2,Score_Run3,Average
5,shepard,pitch_constant_200to200Hz.mp3,audio,0.0,0.0,0.0,0.0
5,shepard,pitch_constant_200to200Hz.mp3,both,0.0,0.0,0.0,0.0
5,shepard,pitch_constant_200to200Hz.mp3,haptic,0.0,0.0,0.0,0.0
5,shepard,pitch_decrease_mild_200to141Hz.mp3,audio,-4.0,-2.5,-2.5,-3.0
5,shepard,pitch_decrease_mild_200to141Hz.mp3,both,-4.0,-3.0,-2.5,-3.167
5,shepard,pitch_decrease_mild_200to141Hz.mp3,haptic,-5.0,-4.0,-0.5,-3.167
5,shepard,pitch_decrease_strong_200to100Hz.mp3,audio,-5.0,-3.0,-4.0,-4.0
5,shepard,pitch_decrease_strong_200to100Hz.mp3,both,-5.0,-4.0,-3.0,-4.0
5,shepard,pitch_decrease_strong_200to100Hz.mp3,haptic,-3.0,-6.0,-1.0,-3.333
5,shepard,pitch_increase_mild_200to283Hz.mp3,audio,4.0,2.5,3.0,3.167
5,shepard,pitch_increase_mild_200to283Hz.mp3,both,2.0,2.5,4.0,2.833
5,shepard,pitch_increase_mild_200to283Hz.mp3,haptic,4.0,0.5,0.0,1.5
5,shepard,pitch_increase_strong_200to400Hz.mp3,audio,6.0,4.0,5.0,5.0
5,shepard,pitch_increase_strong_200to400Hz.mp3,both,4.0,4.0,6.0,4.667
5,shepard,pitch_increase_strong_200to400Hz.mp3,haptic,3.0,0.5,3.0,2.167
5,shepard,shepard_falling_1.0.mp3,audio,-4.0,-5.0,-3.0,-4.0
5,shepard,shepard_falling_1.0.mp3,both,-5.0,-3.0,-4.0,-4.0
5,shepard,shepard_falling_1.0.mp3,haptic,0.0,-2.0,-2.0,-1.333
5,shepard,shepard_falling_1.5.mp3,audio,-5.0,-6.0,-5.0,-5.333
5,shepard,shepard_falling_1.5.mp3,both,-5.9,-5.0,-6.0,-5.633
5,shepard,shepard_falling_1.5.mp3,haptic,0.5,0.5,-1.0,0.0
5,shepard,shepard_rising_1.0.mp3,audio,8.0,5.5,7.0,6.833
5,shepard,shepard_rising_1.0.mp3,both,8.0,6.0,3.5,5.833
5,shepard,shepard_rising_1.0.mp3,haptic,3.0,3.0,0.5,2.167
5,shepard,shepard_rising_1.5.mp3,audio,8.0,5.0,7.0,6.667
5,shepard,shepard_rising_1.5.mp3,both,6.0,5.0,5.0,5.333
5,shepard,shepard_rising_1.5.mp3,haptic,0.3,4.0,0.5,1.6
