Participant,Stimulus,Filename,Modality,Score_Run1,Score_Run2,Score_Run3,Average
2,shepard,pitch_constant_200to200Hz.mp3,audio,0.0,0.0,0.0,0.0
2,shepard,pitch_constant_200to200Hz.mp3,both,0.0,0.6,0.0,0.2
2,shepard,pitch_constant_200to200Hz.mp3,haptic,0.0,1.4,0.1,0.5
2,shepard,pitch_decrease_mild_200to141Hz.mp3,audio,-3.4,-4.1,-3.5,-3.667
2,shepard,pitch_decrease_mild_200to141Hz.mp3,both,-2.7,0.0,-8.2,-3.633
2,shepard,pitch_decrease_mild_200to141Hz.mp3,haptic,1.1,0.4,0.0,0.5
2,shepard,pitch_decrease_strong_200to100Hz.mp3,audio,-4.6,-4.8,-5.8,-5.067
2,shepard,pitch_decrease_strong_200to100Hz.mp3,both,-5.7,-4.9,0.0,-3.533
2,shepard,pitch_decrease_strong_200to100Hz.mp3,haptic,6.4,3.6,2.4,4.133
2,shepard,pitch_increase_mild_200to283Hz.mp3,audio,6.1,6.4,4.7,5.733
2,shepard,pitch_increase_mild_200to283Hz.mp3,both,3.6,6.4,5.8,5.267
2,shepard,pitch_increase_mild_200to283Hz.mp3,haptic,3.8,0.1,3.4,2.433
2,shepard,pitch_increase_strong_200to400Hz.mp3,audio,5.7,7.3,5.5,6.167
2,shepard,pitch_increase_strong_200to400Hz.mp3,both,4.7,5.7,6.5,5.633
2,shepard,pitch_increase_strong_200to400Hz.mp3,haptic,5.4,3.9,5.2,4.833
2,shepard,shepard_falling_1.0.mp3,audio,-9.6,-6.2,-7.6,-7.8
2,shepard,shepard_falling_1.0.mp3,both,-7.8,-6.2,-9.1,-7.7
2,shepard,shepard_falling_1.0.mp3,haptic,-0.5,2.1,0.0,0.533
2,shepard,shepard_falling_1.5.mp3,audio,-10.0,-7.8,-7.5,-8.433
2,shepard,shepard_falling_1.5.mp3,both,-4.4,-7.5,-8.4,-6.767
2,shepard,shepard_falling_1.5.mp3,haptic,-2.3,-6.1,-2.0,-3.467
2,shepard,shepard_rising_1.0.mp3,audio,7.8,7.8,9.0,8.2
2,shepard,shepard_rising_1.0.mp3,both,10.0,7.6,6.0,7.867
2,shepard,shepard_rising_1.0.mp3,haptic,-4.9,-5.2,0.7,-3.133
2,shepard,shepard_rising_1.5.mp3,audio,4.9,10.0,8.8,7.9
2,shepard,shepard_rising_1.5.mp3,both,10.0,9.3,10.0,9.767
2,shepard,shepard_rising_1.5.mp3,haptic,-0.4,4.2,-2.9,0.3
