Participant,Stimulus,Run,Filename,Modality,Score
2,risset,1,ramp_90to120BPM_8s_700Hz.mp3,both,7.7
2,risset,1,ramp_90to70BPM_8s_700Hz.mp3,haptic,0.0
2,risset,1,ramp_90to110BPM_8s_700Hz.mp3,audio,3.8
2,risset,1,rissettrhythm-1.5.mp3,both,10.0
2,risset,1,ramp_90to70BPM_8s_700Hz.mp3,audio,-2.3
2,risset,1,ramp_90to90BPM_8s_700Hz.mp3,haptic,-0.2
2,risset,1,ramp_90to90BPM_8s_700Hz.mp3,audio,1.4
2,risset,1,rissettrhythm reverse-1.5.mp3,haptic,-1.9
2,risset,1,rissettrhythm reverse.mp3,audio,-8.3
2,risset,1,rissettrhythm reverse.mp3,haptic,0.0
2,risset,1,ramp_90to90BPM_8s_700Hz.mp3,both,0.9
2,risset,1,rissettrhythm-1.5.mp3,audio,5.8
2,risset,1,rissettrhythm reverse-1.5.mp3,audio,-6.8
2,risset,1,ramp_90to60BPM_8s_700Hz.mp3,both,-2.1
2,risset,1,ramp_90to120BPM_8s_700Hz.mp3,haptic,3.3
2,risset,1,rissettrhythm.mp3,haptic,7.5
2,risset,1,ramp_90to60BPM_8s_700Hz.mp3,haptic,2.1
2,risset,1,rissettrhythm.mp3,both,3.5
2,risset,1,ramp_90to110BPM_8s_700Hz.mp3,both,2.9
2,risset,1,ramp_90to120BPM_8s_700Hz.mp3,audio,5.9
2,risset,1,ramp_90to60BPM_8s_700Hz.mp3,audio,-7.6
2,risset,1,rissettrhythm-1.5.mp3,haptic,0.1
2,risset,1,ramp_90to110BPM_8s_700Hz.mp3,haptic,2.3
2,risset,1,rissettrhythm reverse.mp3,both,-4.8
2,risset,1,rissettrhythm.mp3,audio,1.6
2,risset,1,ramp_90to70BPM_8s_700Hz.mp3,both,-1.4
2,risset,1,rissettrhythm reverse-1.5.mp3,both,-5.9
2,risset,2,rissettrhythm reverse.mp3,both,-4.2
2,risset,2,ramp_90to70BPM_8s_700Hz.mp3,both,4.8
2,risset,2,ramp_90to120BPM_8s_700Hz.mp3,haptic,1.4
2,risset,2,ramp_90to90BPM_8s_700Hz.mp3,both,6.1
2,risset,2,rissettrhythm reverse-1.5.mp3,audio,-1.6
2,risset,2,ramp_90to120BPM_8s_700Hz.mp3,both,7.3
2,risset,2,ramp_90to70BPM_8s_700Hz.mp3,haptic,-3.0
2,risset,2,rissettrhythm reverse.mp3,haptic,-3.2
2,risset,2,ramp_90to110BPM_8s_700Hz.mp3,haptic,1.6
2,risset,2,rissettrhythm reverse-1.5.mp3,both,-6.0
2,risset,2,rissettrhythm reverse.mp3,audio,-3.2
2,risset,2,ramp_90to90BPM_8s_700Hz.mp3,haptic,1.5
2,risset,2,ramp_90to90BPM_8s_700Hz.mp3,audio,1.6
2,risset,2,rissettrhythm.mp3,haptic,3.7
2,risset,2,ramp_90to60BPM_8s_700Hz.mp3,audio,-6.4
2,risset,2,rissettrhythm-1.5.mp3,both,10.0
2,risset,2,rissettrhythm-1.5.mp3,haptic,-0.7
2,risset,2,ramp_90to60BPM_8s_700Hz.mp3,haptic,-5.3
2,risset,2,ramp_90to70BPM_8s_700Hz.mp3,audio,-2.3
2,risset,2,ramp_90to120BPM_8s_700Hz.mp3,audio,6.7
2,risset,2,rissettrhythm.mp3,audio,5.5
2,risset,2,ramp_90to110BPM_8s_700Hz.mp3,audio,2.4
2,risset,2,rissettrhythm-1.5.mp3,audio,10.0
2,risset,2,ramp_90to60BPM_8s_700Hz.mp3,both,-1.9
2,risset,2,rissettrhythm.mp3,both,2.4
2,risset,2,ramp_90to110BPM_8s_700Hz.mp3,both,7.1
2,risset,2,rissettrhythm reverse-1.5.mp3,haptic,-1.4
2,risset,3,ramp_90to120BPM_8s_700Hz.mp3,haptic,3.3
2,risset,3,ramp_90to120BPM_8s_700Hz.mp3,both,5.9
2,risset,3,rissettrhythm reverse-1.5.mp3,audio,-3.6
2,risset,3,ramp_90to90BPM_8s_700Hz.mp3,both,0.0
2,risset,3,rissettrhythm.mp3,haptic,9.6
2,risset,3,rissettrhythm reverse.mp3,audio,-0.6
2,risset,3,ramp_90to110BPM_8s_700Hz.mp3,audio,2.7
2,risset,3,rissettrhythm reverse.mp3,haptic,2.5
2,risset,3,ramp_90to70BPM_8s_700Hz.mp3,audio,-3.5
2,risset,3,ramp_90to110BPM_8s_700Hz.mp3,both,7.0
2,risset,3,ramp_90to110BPM_8s_700Hz.mp3,haptic,0.0
2,risset,3,rissettrhythm.mp3,audio,5.2
2,risset,3,rissettrhythm reverse-1.5.mp3,haptic,3.9
2,risset,3,ramp_90to60BPM_8s_700Hz.mp3,both,-5.9
2,risset,3,ramp_90to60BPM_8s_700Hz.mp3,audio,-4.2
2,risset,3,rissettrhythm reverse.mp3,both,-3.8
2,risset,3,rissettrhythm-1.5.mp3,both,10.0
2,risset,3,ramp_90to70BPM_8s_700Hz.mp3,haptic,-3.2
2,risset,3,rissettrhythm reverse-1.5.mp3,both,-2.6
2,risset,3,rissettrhythm.mp3,both,6.2
2,risset,3,ramp_90to120BPM_8s_700Hz.mp3,audio,8.1
2,risset,3,rissettrhythm-1.5.mp3,audio,9.4
2,risset,3,ramp_90to70BPM_8s_700Hz.mp3,both,-1.8
2,risset,3,ramp_90to90BPM_8s_700Hz.mp3,haptic,0.0
2,risset,3,ramp_90to90BPM_8s_700Hz.mp3,audio,0.4
2,risset,3,ramp_90to60BPM_8s_700Hz.mp3,haptic,-1.3
2,risset,3,rissettrhythm-1.5.mp3,haptic,1.0
