Participant,Stimulus,Run,Filename,Modality,Score
6,shepard,1,shepard_falling_1.5.mp3,haptic,-3.6
6,shepard,1,pitch_decrease_strong_200to100Hz.mp3,haptic,-2.4
6,shepard,1,pitch_constant_200to200Hz.mp3,haptic,0.0
6,shepard,1,pitch_constant_200to200Hz.mp3,both,0.0
6,shepard,1,shepard_falling_1.5.mp3,both,-4.2
6,shepard,1,pitch_increase_mild_200to283Hz.mp3,haptic,3.8
6,shepard,1,pitch_increase_mild_200to283Hz.mp3,audio,1.5
6,shepard,1,pitch_constant_200to200Hz.mp3,audio,0.0
6,shepard,1,shepard_falling_1.5.mp3,audio,-5.8
6,shepard,1,pitch_increase_strong_200to400Hz.mp3,audio,1.7
6,shepard,1,pitch_increase_strong_200to400Hz.mp3,haptic,2.7
6,shepard,1,pitch_decrease_mild_200to141Hz.mp3,audio,-2.3
6,shepard,1,pitch_decrease_mild_200to141Hz.mp3,both,-1.1
6,shepard,1,shepard_rising_1.0.mp3,audio,7.0
6,shepard,1,shepard_falling_1.0.mp3,haptic,-2.9
6,shepard,1,shepard_rising_1.5.mp3,haptic,1.4
6,shepard,1,pitch_decrease_strong_200to100Hz.mp3,audio,-2.3
6,shepard,1,pitch_decrease_mild_200to141Hz.mp3,haptic,0.8
6,shepard,1,pitch_decrease_strong_200to100Hz.mp3,both,-1.6
6,shepard,1,shepard_rising_1.5.mp3,audio,7.8
6,shepard,1,shepard_falling_1.0.mp3,audio,-3.2
6,shepard,1,shepard_rising_1.5.mp3,both,4.7
6,shepard,1,pitch_increase_mild_200to283Hz.mp3,both,1.0
6,shepard,1,shepard_rising_1.0.mp3,both,3.8
6,shepard,1,pitch_increase_strong_200to400Hz.mp3,both,3.2
6,shepard,1,shepard_falling_1.0.mp3,both,-3.2
6,shepard,1,shepard_rising_1.0.mp3,haptic,2.2
6,shepard,2,shepard_falling_1.0.mp3,haptic,-3.0
6,shepard,2,shepard_falling_1.5.mp3,audio,-2.4
6,shepard,2,pitch_increase_strong_200to400Hz.mp3,both,1.5
6,shepard,2,pitch_constant_200to200Hz.mp3,audio,0.0
6,shepard,2,pitch_decrease_strong_200to100Hz.mp3,both,-2.6
6,shepard,2,shepard_rising_1.0.mp3,haptic,2.5
6,shepard,2,pitch_increase_mild_200to283Hz.mp3,audio,0.8
6,shepard,2,pitch_decrease_mild_200to141Hz.mp3,haptic,-1.0
6,shepard,2,shepard_rising_1.5.mp3,haptic,2.0
6,shepard,2,pitch_decrease_strong_200to100Hz.mp3,audio,-1.2
6,shepard,2,pitch_decrease_mild_200to141Hz.mp3,both,-1.1
6,shepard,2,pitch_constant_200to200Hz.mp3,haptic,0.3
6,shepard,2,shepard_rising_1.0.mp3,audio,4.6
6,shepard,2,shepard_falling_1.5.mp3,both,-3.5
6,shepard,2,pitch_decrease_strong_200to100Hz.mp3,haptic,-2.5
6,shepard,2,pitch_constant_200to200Hz.mp3,both,0.0
6,shepard,2,shepard_falling_1.0.mp3,audio,-3.9
6,shepard,2,shepard_falling_1.0.mp3,both,-4.5
6,shepard,2,shepard_rising_1.5.mp3,both,7.5
6,shepard,2,shepard_rising_1.0.mp3,both,4.4
6,shepard,2,pitch_increase_mild_200to283Hz.mp3,haptic,2.5
6,shepard,2,pitch_increase_mild_200to283Hz.mp3,both,1.7
6,shepard,2,shepard_rising_1.5.mp3,audio,6.4
6,shepard,2,shepard_falling_1.5.mp3,haptic,-2.8
6,shepard,2,pitch_decrease_mild_200to141Hz.mp3,audio,-0.6
6,shepard,2,pitch_increase_strong_200to400Hz.mp3,audio,3.0
6,shepard,2,pitch_increase_strong_200to400Hz.mp3,haptic,1.0
6,shepard,3,pitch_increase_mild_200to283Hz.mp3,both,1.3
6,shepard,3,shepard_falling_1.0.mp3,haptic,-1.4
6,shepard,3,pitch_decrease_strong_200to100Hz.mp3,haptic,-2.8
6,shepard,3,pitch_increase_mild_200to283Hz.mp3,audio,1.4
6,shepard,3,pitch_decrease_strong_200to100Hz.mp3,both,-2.9
6,shepard,3,shepard_rising_1.5.mp3,both,3.3
6,shepard,3,pitch_constant_200to200Hz.mp3,both,0.0
6,shepard,3,shepard_rising_1.0.mp3,audio,2.2
6,shepard,3,shepard_rising_1.0.mp3,haptic,3.6
6,shepard,3,shepard_rising_1.5.mp3,haptic,1.6
6,shepard,3,pitch_increase_mild_200to283Hz.mp3,haptic,0.7
6,shepard,3,shepard_rising_1.0.mp3,both,4.5
6,shepard,3,shepard_falling_1.0.mp3,audio,-4.3
6,shepard,3,pitch_increase_strong_200to400Hz.mp3,haptic,2.6
6,shepard,3,pitch_constant_200to200Hz.mp3,audio,0.0
6,shepard,3,shepard_rising_1.5.mp3,audio,6.7
6,shepard,3,pitch_constant_200to200Hz.mp3,haptic,0.0
6,shepard,3,shepard_falling_1.5.mp3,audio,-4.4
6,shepard,3,shepard_falling_1.0.mp3,both,-4.3
6,shepard,3,pitch_decrease_mild_200to141Hz.mp3,audio,-0.9
6,shepard,3,shepard_falling_1.5.mp3,haptic,-3.8
6,shepard,3,pitch_decrease_mild_200to141Hz.mp3,haptic,-0.9
6,shepard,3,pitch_increase_strong_200to400Hz.mp3,both,1.1
6,shepard,3,pitch_increase_strong_200to400Hz.mp3,audio,1.2
6,shepard,3,shepard_falling_1.5.mp3,both,-5.8
6,shepard,3,pitch_decrease_mild_200to141Hz.mp3,both,-1.1
6,shepard,3,pitch_decrease_strong_200to100Hz.mp3,audio,-1.4
