Participant,Block,Stimulus,Modality,Rank,Filename,Score
1,1,risset,audio,1,ramp_90to60BPM_8s_700Hz.mp3,-3.3
1,1,risset,audio,2,ramp_90to70BPM_8s_700Hz.mp3,-2.0
1,1,risset,audio,3,rissettrhythm reverse.mp3,0.0
1,1,risset,audio,4,ramp_90to90BPM_8s_700Hz.mp3,0.0
1,1,risset,audio,5,ramp_90to110BPM_8s_700Hz.mp3,0.9
1,1,risset,audio,6,rissettrhythm.mp3,2.5
1,1,risset,audio,7,ramp_90to120BPM_8s_700Hz.mp3,5.0
