Participant,Block,Stimulus,Modality,Rank,Filename,Score
10,1,risset,haptic,1,rissettrhythm reverse.mp3,0.0
10,1,risset,haptic,2,ramp_90to60BPM_8s_700Hz.mp3,0.0
10,1,risset,haptic,3,rissettrhythm.mp3,0.0
10,1,risset,haptic,4,rissettrhythm-1.5.mp3,0.0
10,1,risset,haptic,5,rissettrhythm reverse-1.5.mp3,0.0
10,1,risset,haptic,6,ramp_90to70BPM_8s_700Hz.mp3,0.0
10,1,risset,haptic,7,ramp_90to90BPM_8s_700Hz.mp3,0.0
10,1,risset,haptic,8,ramp_90to110BPM_8s_700Hz.mp3,0.0
10,1,risset,haptic,9,ramp_90to120BPM_8s_700Hz.mp3,0.0
10,2,risset,both,1,rissettrhythm.mp3,0.0
10,2,risset,both,2,ramp_90to110BPM_8s_700Hz.mp3,0.0
10,2,risset,both,3,rissettrhythm reverse-1.5.mp3,0.0
10,2,risset,both,4,rissettrhythm-1.5.mp3,0.0
10,2,risset,both,5,ramp_90to60BPM_8s_700Hz.mp3,0.0
10,2,risset,both,6,ramp_90to90BPM_8s_700Hz.mp3,0.0
10,2,risset,both,7,ramp_90to120BPM_8s_700Hz.mp3,0.0
10,2,risset,both,8,rissettrhythm reverse.mp3,0.0
10,2,risset,both,9,ramp_90to70BPM_8s_700Hz.mp3,0.0
10,3,risset,audio,1,rissettrhythm.mp3,0.0
10,3,risset,audio,2,rissettrhythm reverse-1.5.mp3,0.0
10,3,risset,audio,3,ramp_90to70BPM_8s_700Hz.mp3,0.0
10,3,risset,audio,4,ramp_90to60BPM_8s_700Hz.mp3,0.0
10,3,risset,audio,5,ramp_90to120BPM_8s_700Hz.mp3,0.0
10,3,risset,audio,6,ramp_90to110BPM_8s_700Hz.mp3,0.0
10,3,risset,audio,7,rissettrhythm reverse.mp3,0.0
10,3,risset,audio,8,rissettrhythm-1.5.mp3,0.0
10,3,risset,audio,9,ramp_90to90BPM_8s_700Hz.mp3,0.0
