Participant,Stimulus,Filename,Modality,Score_Run1,Score_Run2,Score_Run3,Average
3,risset,ramp_90to110BPM_12s_210Hz.wav,audio,1.5,3.0,2.5,2.333
3,risset,ramp_90to110BPM_12s_210Hz.wav,both,5.0,2.5,1.0,2.833
3,risset,ramp_90to110BPM_12s_210Hz.wav,haptic,4.0,5.0,2.0,3.667
3,risset,ramp_90to120BPM_12s_210Hz.wav,audio,5.0,2.5,5.0,4.167
3,risset,ramp_90to120BPM_12s_210Hz.wav,both,3.0,5.0,2.5,3.5
3,risset,ramp_90to120BPM_12s_210Hz.wav,haptic,4.0,3.0,5.0,4.0
3,risset,ramp_90to60BPM_12s_210Hz.wav,audio,-7.5,-5.0,-5.0,-5.833
3,risset,ramp_90to60BPM_12s_210Hz.wav,both,-3.0,-7.5,-7.5,-6.0
3,risset,ramp_90to60BPM_12s_210Hz.wav,haptic,-5.0,-2.5,-5.0,-4.167
3,risset,ramp_90to70BPM_12s_210Hz.wav,audio,-2.5,-5.0,-2.5,-3.333
3,risset,ramp_90to70BPM_12s_210Hz.wav,both,-5.0,-5.0,-4.0,-4.667
3,risset,ramp_90to70BPM_12s_210Hz.wav,haptic,-2.5,-2.0,-2.5,-2.333
3,risset,ramp_90to90BPM_12s_210Hz.wav,audio,-1.0,0.0,0.0,-0.333
3,risset,ramp_90to90BPM_12s_210Hz.wav,both,-3.0,0.0,0.0,-1.0
3,risset,ramp_90to90BPM_12s_210Hz.wav,haptic,0.0,0.0,1.5,0.5
3,risset,risset_accelerating_haptic.wav,audio,7.5,7.0,7.0,7.167
3,risset,risset_accelerating_haptic.wav,both,8.0,7.5,5.0,6.833
3,risset,risset_accelerating_haptic.wav,haptic,7.5,3.0,5.0,5.167
3,risset,risset_decelerating_haptic.wav,audio,-1.0,5.0,4.5,2.833
3,risset,risset_decelerating_haptic.wav,both,5.0,4.0,-2.0,2.333
3,risset,risset_decelerating_haptic.wav,haptic,6.5,3.0,7.5,5.667
