Participant,Block,Stimulus,Modality,Rank,Filename,Score
1,3,risset,both,1,rissettrhythm reverse-2.0.mp3,0.0
1,3,risset,both,2,ramp_60to100BPM_8s_700Hz.mp3,0.0
1,3,risset,both,3,ramp_90to60BPM_8s_700Hz.mp3,0.0
1,3,risset,both,4,ramp_60to90BPM_8s_700Hz.mp3,0.0
1,3,risset,both,5,ramp_80to60BPM_8s_700Hz.mp3,0.0
1,3,risset,both,6,ramp_60to80BPM_8s_700Hz.mp3,0.0
1,3,risset,both,7,rissettrhythm-2.0.mp3,0.0
1,3,risset,both,8,rissettrhythm.mp3,0.0
1,3,risset,both,9,rissettrhythm reverse.mp3,0.0
1,3,risset,both,10,ramp_60to60BPM_8s_700Hz.mp3,0.0
1,3,risset,both,11,rissettrhythm reverse-1.5.mp3,0.0
1,3,risset,both,12,rissettrhythm-1.5.mp3,0.0
1,3,risset,both,13,ramp_100to60BPM_8s_700Hz.mp3,0.0
