Participant,Stimulus,Filename,Modality,Score_Run1,Score_Run2,Score_Run3,Average
3,shepard,pitch_constant_200to200Hz.mp3,audio,0.0,-0.4,0.0,-0.133
3,shepard,pitch_constant_200to200Hz.mp3,both,0.0,0.0,0.3,0.1
3,shepard,pitch_constant_200to200Hz.mp3,haptic,0.4,1.2,-2.0,-0.133
3,shepard,pitch_decrease_mild_200to141Hz.mp3,audio,-3.6,-4.9,-5.2,-4.567
3,shepard,pitch_decrease_mild_200to141Hz.mp3,both,-7.1,-7.3,-2.3,-5.567
3,shepard,pitch_decrease_mild_200to141Hz.mp3,haptic,-1.0,-1.3,1.8,-0.167
3,shepard,pitch_decrease_strong_200to100Hz.mp3,audio,-7.4,-7.0,-8.0,-7.467
3,shepard,pitch_decrease_strong_200to100Hz.mp3,both,-8.0,-8.4,-7.9,-8.1
3,shepard,pitch_decrease_strong_200to100Hz.mp3,haptic,-5.0,7.6,-3.0,-0.133
3,shepard,pitch_increase_mild_200to283Hz.mp3,audio,2.7,5.1,4.3,4.033
3,shepard,pitch_increase_mild_200to283Hz.mp3,both,2.0,3.9,3.8,3.233
3,shepard,pitch_increase_mild_200to283Hz.mp3,haptic,-4.5,2.3,-0.8,-1.0
3,shepard,pitch_increase_strong_200to400Hz.mp3,audio,5.7,6.5,7.7,6.633
3,shepard,pitch_increase_strong_200to400Hz.mp3,both,6.3,6.1,3.5,5.3
3,shepard,pitch_increase_strong_200to400Hz.mp3,haptic,2.5,-4.3,3.3,0.5
3,shepard,shepard_falling_1.0.mp3,audio,-2.5,-6.2,-10.0,-6.233
3,shepard,shepard_falling_1.0.mp3,both,-5.0,-4.1,-7.8,-5.633
3,shepard,shepard_falling_1.0.mp3,haptic,0.5,-0.4,-0.3,-0.067
3,shepard,shepard_rising_1.0.mp3,audio,10.0,10.0,8.8,9.6
3,shepard,shepard_rising_1.0.mp3,both,7.5,9.6,8.4,8.5
3,shepard,shepard_rising_1.0.mp3,haptic,0.0,4.4,-1.0,1.133
