Participant,Block,Stimulus,Modality,Rank,Filename,Score
1,1,risset,audio,1,ramp_90to60BPM_12s_210Hz.wav,-9.0
1,1,risset,audio,2,risset_decelerating_haptic.wav,-6.5
1,1,risset,audio,3,ramp_90to70BPM_12s_210Hz.wav,-4.4
1,1,risset,audio,4,ramp_90to90BPM_12s_210Hz.wav,-2.0
1,1,risset,audio,5,ramp_90to110BPM_12s_210Hz.wav,2.0
1,1,risset,audio,6,ramp_90to120BPM_12s_210Hz.wav,6.2
1,1,risset,audio,7,risset_accelerating_haptic.wav,8.9
1,2,risset,haptic,1,risset_decelerating_haptic.wav,-7.8
1,2,risset,haptic,2,ramp_90to60BPM_12s_210Hz.wav,-5.1
1,2,risset,haptic,3,ramp_90to70BPM_12s_210Hz.wav,-2.5
1,2,risset,haptic,4,ramp_90to90BPM_12s_210Hz.wav,0.0
1,2,risset,haptic,5,ramp_90to110BPM_12s_210Hz.wav,2.0
1,2,risset,haptic,6,ramp_90to120BPM_12s_210Hz.wav,5.1
1,2,risset,haptic,7,risset_accelerating_haptic.wav,8.0
1,3,risset,both,1,risset_decelerating_haptic.wav,-10.0
1,3,risset,both,2,ramp_90to60BPM_12s_210Hz.wav,-6.4
1,3,risset,both,3,ramp_90to70BPM_12s_210Hz.wav,-6.1
1,3,risset,both,4,ramp_90to90BPM_12s_210Hz.wav,-3.3
1,3,risset,both,5,ramp_90to120BPM_12s_210Hz.wav,2.3
1,3,risset,both,6,ramp_90to110BPM_12s_210Hz.wav,6.5
1,3,risset,both,7,risset_accelerating_haptic.wav,10.0
