Participant,Stimulus,Filename,Modality,Score_Run1,Score_Run2,Score_Run3,Average
1,shepard,pitch_constant_220to220Hz.wav,audio,0.0,0.0,0.0,0.0
1,shepard,pitch_constant_220to220Hz.wav,both,1.5,0.0,0.0,0.5
1,shepard,pitch_constant_220to220Hz.wav,haptic,0.0,0.0,0.0,0.0
1,shepard,pitch_decrease_mild_220to156Hz.wav,audio,-5.1,-3.2,-7.0,-5.1
1,shepard,pitch_decrease_mild_220to156Hz.wav,both,-4.3,-6.9,-3.7,-4.967
1,shepard,pitch_decrease_mild_220to156Hz.wav,haptic,4.5,-2.4,-3.5,-0.467
1,shepard,pitch_decrease_strong_220to110Hz.wav,audio,-7.3,-8.4,-8.2,-7.967
1,shepard,pitch_decrease_strong_220to110Hz.wav,both,-9.8,-9.4,-9.0,-9.4
1,shepard,pitch_decrease_strong_220to110Hz.wav,haptic,0.0,0.0,-4.2,-1.4
1,shepard,pitch_increase_mild_220to311Hz.wav,audio,4.6,4.6,5.5,4.9
1,shepard,pitch_increase_mild_220to311Hz.wav,both,5.6,7.8,4.9,6.1
1,shepard,pitch_increase_mild_220to311Hz.wav,haptic,-3.2,6.8,6.4,3.333
1,shepard,pitch_increase_strong_220to440Hz.wav,audio,8.7,6.5,9.1,8.1
1,shepard,pitch_increase_strong_220to440Hz.wav,both,10.0,9.1,9.4,9.5
1,shepard,pitch_increase_strong_220to440Hz.wav,haptic,8.6,8.5,7.4,8.167
1,shepard,shepard_falling_haptic.wav,audio,-4.2,-3.1,-4.4,-3.9
1,shepard,shepard_falling_haptic.wav,both,-5.0,-4.9,-4.6,-4.833
1,shepard,shepard_falling_haptic.wav,haptic,-4.2,-3.6,-3.6,-3.8
1,shepard,shepard_rising_haptic.wav,audio,3.6,3.8,-3.5,1.3
1,shepard,shepard_rising_haptic.wav,both,5.5,4.2,3.8,4.5
1,shepard,shepard_rising_haptic.wav,haptic,-3.4,-2.7,-4.3,-3.467
