Participant,Stimulus,Filename,Modality,Score_Run1,Score_Run2,Score_Run3,Average
11,risset,ramp_90to110BPM_8s_700Hz.mp3,audio,2.1,2.8,3.9,2.933
11,risset,ramp_90to110BPM_8s_700Hz.mp3,both,0.5,0.8,0.0,0.433
11,risset,ramp_90to110BPM_8s_700Hz.mp3,haptic,1.4,0.0,0.0,0.467
11,risset,ramp_90to120BPM_8s_700Hz.mp3,audio,1.3,3.1,3.0,2.467
11,risset,ramp_90to120BPM_8s_700Hz.mp3,both,3.6,1.5,4.2,3.1
11,risset,ramp_90to120BPM_8s_700Hz.mp3,haptic,0.9,1.2,1.3,1.133
11,risset,ramp_90to60BPM_8s_700Hz.mp3,audio,-1.2,-1.9,-3.2,-2.1
11,risset,ramp_90to60BPM_8s_700Hz.mp3,both,-2.4,-1.5,-1.7,-1.867
11,risset,ramp_90to60BPM_8s_700Hz.mp3,haptic,-1.3,-1.6,-1.5,-1.467
11,risset,ramp_90to70BPM_8s_700Hz.mp3,audio,-1.6,-2.1,-3.4,-2.367
11,risset,ramp_90to70BPM_8s_700Hz.mp3,both,-1.5,-3.5,-2.9,-2.633
11,risset,ramp_90to70BPM_8s_700Hz.mp3,haptic,-2.5,-1.0,-3.4,-2.3
11,risset,ramp_90to90BPM_8s_700Hz.mp3,audio,0.0,0.0,0.0,0.0
11,risset,ramp_90to90BPM_8s_700Hz.mp3,both,0.0,0.0,-0.9,-0.3
11,risset,ramp_90to90BPM_8s_700Hz.mp3,haptic,-1.0,0.0,-0.6,-0.533
11,risset,rissettrhythm reverse-1.5.mp3,audio,-3.8,-5.1,-1.1,-3.333
11,risset,rissettrhythm reverse-1.5.mp3,both,-2.8,-0.4,-2.7,-1.967
11,risset,rissettrhythm reverse-1.5.mp3,haptic,0.2,2.5,-0.9,0.6
11,risset,rissettrhythm reverse.mp3,audio,-4.1,-1.6,-3.1,-2.933
11,risset,rissettrhythm reverse.mp3,both,-3.9,-2.8,-2.4,-3.033
11,risset,rissettrhythm reverse.mp3,haptic,0.0,3.9,4.0,2.633
11,risset,rissettrhythm-1.5.mp3,audio,8.6,10.0,8.3,8.967
11,risset,rissettrhythm-1.5.mp3,both,10.0,10.0,10.0,10.0
11,risset,rissettrhythm-1.5.mp3,haptic,2.7,-2.5,0.0,0.067
11,risset,rissettrhythm.mp3,audio,8.1,3.9,6.0,6.0
11,risset,rissettrhythm.mp3,both,4.5,8.2,4.1,5.6
11,risset,rissettrhythm.mp3,haptic,-1.9,-1.6,5.9,0.8
