Participant,Block,Stimulus,Modality,Rank,Filename,Score
3,1,risset,haptic,1,ramp_90to60BPM_12s_210Hz.wav,-5.1
3,1,risset,haptic,2,ramp_90to70BPM_12s_210Hz.wav,-2.0
3,1,risset,haptic,3,ramp_90to90BPM_12s_210Hz.wav,0.0
3,1,risset,haptic,4,ramp_90to110BPM_12s_210Hz.wav,2.5
3,1,risset,haptic,5,ramp_90to120BPM_12s_210Hz.wav,5.0
3,1,risset,haptic,6,risset_decelerating_haptic.wav,6.9
3,1,risset,haptic,7,risset_accelerating_haptic.wav,8.5
3,2,risset,audio,1,risset_decelerating_haptic.wav,-5.0
3,2,risset,audio,2,ramp_90to60BPM_12s_210Hz.wav,-2.5
3,2,risset,audio,3,ramp_90to70BPM_12s_210Hz.wav,-1.0
3,2,risset,audio,4,ramp_90to90BPM_12s_210Hz.wav,0.0
3,2,risset,audio,5,ramp_90to110BPM_12s_210Hz.wav,1.5
3,2,risset,audio,6,ramp_90to120BPM_12s_210Hz.wav,2.5
3,2,risset,audio,7,risset_accelerating_haptic.wav,5.0
3,3,risset,both,1,ramp_90to60BPM_12s_210Hz.wav,-5.0
3,3,risset,both,2,ramp_90to70BPM_12s_210Hz.wav,-3.5
3,3,risset,both,3,risset_decelerating_haptic.wav,-1.5
3,3,risset,both,4,ramp_90to90BPM_12s_210Hz.wav,0.0
3,3,risset,both,5,ramp_90to110BPM_12s_210Hz.wav,2.5
3,3,risset,both,6,ramp_90to120BPM_12s_210Hz.wav,5.0
3,3,risset,both,7,risset_accelerating_haptic.wav,7.5
