Participant,Block,Stimulus,Modality,Rank,Filename,Score
1,2,risset,haptic,1,rissettrhythm reverse-2.0.mp3,-9.8
1,2,risset,haptic,2,rissettrhythm reverse.mp3,-8.0
1,2,risset,haptic,3,rissettrhythm reverse-1.5.mp3,-6.6
1,2,risset,haptic,4,ramp_100to60BPM_8s_700Hz.mp3,-5.1
1,2,risset,haptic,5,ramp_90to60BPM_8s_700Hz.mp3,-3.4
1,2,risset,haptic,6,ramp_80to60BPM_8s_700Hz.mp3,-1.7
1,2,risset,haptic,7,ramp_60to60BPM_8s_700Hz.mp3,0.0
1,2,risset,haptic,8,ramp_60to80BPM_8s_700Hz.mp3,2.1
1,2,risset,haptic,9,ramp_60to90BPM_8s_700Hz.mp3,3.9
1,2,risset,haptic,10,ramp_60to100BPM_8s_700Hz.mp3,5.7
1,2,risset,haptic,11,rissettrhythm.mp3,7.1
1,2,risset,haptic,12,rissettrhythm-1.5.mp3,8.1
1,2,risset,haptic,13,rissettrhythm-2.0.mp3,9.3
