Participant,Block,Stimulus,Modality,Rank,Filename,Score
2,1,risset,audio,1,rissettrhythm reverse.mp3,-10.0
2,1,risset,audio,2,rissettrhythm reverse-1.5.mp3,-7.1
2,1,risset,audio,3,ramp_90to60BPM_8s_700Hz.mp3,-2.6
2,1,risset,audio,4,ramp_90to70BPM_8s_700Hz.mp3,-0.9
2,1,risset,audio,5,ramp_90to90BPM_8s_700Hz.mp3,0.4
2,1,risset,audio,6,ramp_90to110BPM_8s_700Hz.mp3,3.2
2,1,risset,audio,7,rissettrhythm.mp3,5.7
2,1,risset,audio,8,ramp_90to120BPM_8s_700Hz.mp3,7.9
2,1,risset,audio,9,rissettrhythm-1.5.mp3,10.0
2,2,risset,both,1,ramp_90to60BPM_8s_700Hz.mp3,-10.0
2,2,risset,both,2,rissettrhythm reverse.mp3,-7.2
2,2,risset,both,3,rissettrhythm reverse-1.5.mp3,-5.0
2,2,risset,both,4,ramp_90to70BPM_8s_700Hz.mp3,-2.9
2,2,risset,both,5,ramp_90to110BPM_8s_700Hz.mp3,-1.3
2,2,risset,both,6,ramp_90to120BPM_8s_700Hz.mp3,0.9
2,2,risset,both,7,ramp_90to90BPM_8s_700Hz.mp3,3.2
2,2,risset,both,8,rissettrhythm.mp3,7.1
2,2,risset,both,9,rissettrhythm-1.5.mp3,10.0
2,3,risset,haptic,1,rissettrhythm.mp3,-10.0
2,3,risset,haptic,2,ramp_90to60BPM_8s_700Hz.mp3,-7.5
2,3,risset,haptic,3,ramp_90to120BPM_8s_700Hz.mp3,-2.9
2,3,risset,haptic,4,ramp_90to70BPM_8s_700Hz.mp3,0.0
2,3,risset,haptic,5,rissettrhythm reverse.mp3,0.8
2,3,risset,haptic,6,ramp_90to110BPM_8s_700Hz.mp3,2.6
2,3,risset,haptic,7,rissettrhythm-1.5.mp3,4.9
2,3,risset,haptic,8,rissettrhythm reverse-1.5.mp3,7.1
2,3,risset,haptic,9,ramp_90to90BPM_8s_700Hz.mp3,10.0
