Participant,Block,Stimulus,Modality,Rank,Filename,Score
9,1,risset,haptic,1,ramp_90to70BPM_8s_700Hz.mp3,-9.9
9,1,risset,haptic,2,ramp_90to60BPM_8s_700Hz.mp3,-7.6
9,1,risset,haptic,3,rissettrhythm reverse-1.5.mp3,-5.6
9,1,risset,haptic,4,rissettrhythm reverse.mp3,-1.9
9,1,risset,haptic,5,ramp_90to90BPM_8s_700Hz.mp3,-0.3
9,1,risset,haptic,6,ramp_90to120BPM_8s_700Hz.mp3,2.2
9,1,risset,haptic,7,rissettrhythm.mp3,4.7
9,1,risset,haptic,8,ramp_90to110BPM_8s_700Hz.mp3,7.4
9,1,risset,haptic,9,rissettrhythm-1.5.mp3,10.0
9,2,risset,audio,1,rissettrhythm reverse.mp3,-10.0
9,2,risset,audio,2,rissettrhythm reverse-1.5.mp3,-7.7
9,2,risset,audio,3,ramp_90to60BPM_8s_700Hz.mp3,-6.0
9,2,risset,audio,4,ramp_90to70BPM_8s_700Hz.mp3,-3.8
9,2,risset,audio,5,ramp_90to90BPM_8s_700Hz.mp3,0.0
9,2,risset,audio,6,rissettrhythm.mp3,2.8
9,2,risset,audio,7,ramp_90to120BPM_8s_700Hz.mp3,5.7
9,2,risset,audio,8,ramp_90to110BPM_8s_700Hz.mp3,7.5
9,2,risset,audio,9,rissettrhythm-1.5.mp3,10.0
9,3,risset,both,1,ramp_90to60BPM_8s_700Hz.mp3,-10.0
9,3,risset,both,2,rissettrhythm reverse.mp3,-8.4
9,3,risset,both,3,ramp_90to70BPM_8s_700Hz.mp3,-6.4
9,3,risset,both,4,ramp_90to90BPM_8s_700Hz.mp3,0.0
9,3,risset,both,5,ramp_90to110BPM_8s_700Hz.mp3,1.4
9,3,risset,both,6,rissettrhythm.mp3,3.1
9,3,risset,both,7,rissettrhythm reverse-1.5.mp3,5.2
9,3,risset,both,8,rissettrhythm-1.5.mp3,7.9
9,3,risset,both,9,ramp_90to120BPM_8s_700Hz.mp3,10.0
