Participant,Stimulus,Filename,Modality,Score_Run1,Score_Run2,Score_Run3,Average
1,risset,ramp_90to110BPM_12s_210Hz.wav,audio,6.7,5.2,4.6,5.5
1,risset,ramp_90to110BPM_12s_210Hz.wav,both,6.5,4.0,0.0,3.5
1,risset,ramp_90to110BPM_12s_210Hz.wav,haptic,3.3,0.0,3.7,2.333
1,risset,ramp_90to120BPM_12s_210Hz.wav,audio,4.4,0.0,4.2,2.867
1,risset,ramp_90to120BPM_12s_210Hz.wav,both,5.7,5.7,2.8,4.733
1,risset,ramp_90to120BPM_12s_210Hz.wav,haptic,4.4,3.4,0.0,2.6
1,risset,ramp_90to60BPM_12s_210Hz.wav,audio,-4.1,-5.6,-4.7,-4.8
1,risset,ramp_90to60BPM_12s_210Hz.wav,both,-6.6,-2.1,-4.3,-4.333
1,risset,ramp_90to60BPM_12s_210Hz.wav,haptic,-4.7,-3.0,-4.3,-4.0
1,risset,ramp_90to70BPM_12s_210Hz.wav,audio,-6.2,-2.5,-5.7,-4.8
1,risset,ramp_90to70BPM_12s_210Hz.wav,both,-5.1,-3.4,-5.2,-4.567
1,risset,ramp_90to70BPM_12s_210Hz.wav,haptic,-2.0,-3.4,-3.5,-2.967
1,risset,ramp_90to90BPM_12s_210Hz.wav,audio,-3.0,-3.1,0.0,-2.033
1,risset,ramp_90to90BPM_12s_210Hz.wav,both,0.0,-2.7,-4.8,-2.5
1,risset,ramp_90to90BPM_12s_210Hz.wav,haptic,0.0,0.0,0.0,0.0
1,risset,risset_accelerating_haptic.wav,audio,8.4,8.1,7.1,7.867
1,risset,risset_accelerating_haptic.wav,both,10.0,10.0,9.5,9.833
1,risset,risset_accelerating_haptic.wav,haptic,7.9,9.0,6.9,7.933
1,risset,risset_decelerating_haptic.wav,audio,-8.4,-7.9,-7.4,-7.9
1,risset,risset_decelerating_haptic.wav,both,-10.0,-10.0,-9.3,-9.767
1,risset,risset_decelerating_haptic.wav,haptic,-8.6,-7.4,-7.7,-7.9
