Participant,Block,Stimulus,Modality,Rank,Filename,Score
1,1,shepard,audio,1,pitch_decrease_strong_220to110Hz.wav,-9.3
1,1,shepard,audio,2,pitch_decrease_mild_220to156Hz.wav,-5.4
1,1,shepard,audio,3,shepard_falling_haptic.wav,-3.1
1,1,shepard,audio,4,pitch_constant_220to220Hz.wav,0.0
1,1,shepard,audio,5,shepard_rising_haptic.wav,2.4
1,1,shepard,audio,6,pitch_increase_mild_220to311Hz.wav,5.4
1,1,shepard,audio,7,pitch_increase_strong_220to440Hz.wav,9.4
1,2,shepard,haptic,1,shepard_falling_haptic.wav,-8.8
1,2,shepard,haptic,2,shepard_rising_haptic.wav,-5.3
1,2,shepard,haptic,3,pitch_decrease_mild_220to156Hz.wav,-0.8
1,2,shepard,haptic,4,pitch_constant_220to220Hz.wav,1.1
1,2,shepard,haptic,5,pitch_decrease_strong_220to110Hz.wav,3.9
1,2,shepard,haptic,6,pitch_increase_mild_220to311Hz.wav,6.3
1,2,shepard,haptic,7,pitch_increase_strong_220to440Hz.wav,9.1
1,3,shepard,both,1,pitch_decrease_mild_220to156Hz.wav,-10.0
1,3,shepard,both,2,pitch_decrease_strong_220to110Hz.wav,-4.8
1,3,shepard,both,3,shepard_falling_haptic.wav,-2.8
1,3,shepard,both,4,pitch_constant_220to220Hz.wav,0.0
1,3,shepard,both,5,shepard_rising_haptic.wav,3.2
1,3,shepard,both,6,pitch_increase_mild_220to311Hz.wav,6.4
1,3,shepard,both,7,pitch_increase_strong_220to440Hz.wav,10.0
