Participant,Stimulus,Run,Filename,Modality,Score
3,shepard,1,shepard_falling_haptic.wav,audio,-2.0
3,shepard,1,pitch_increase_strong_220to440Hz.wav,audio,10.0
3,shepard,1,pitch_decrease_strong_220to110Hz.wav,haptic,5.0
3,shepard,1,shepard_rising_haptic.wav,audio,3.0
3,shepard,1,pitch_constant_220to220Hz.wav,haptic,2.0
3,shepard,1,shepard_rising_haptic.wav,haptic,-3.5
3,shepard,1,pitch_increase_mild_220to311Hz.wav,audio,5.0
3,shepard,1,shepard_rising_haptic.wav,both,1.0
3,shepard,1,shepard_falling_haptic.wav,haptic,0.0
3,shepard,1,pitch_decrease_strong_220to110Hz.wav,both,-5.0
3,shepard,1,pitch_decrease_mild_220to156Hz.wav,both,-2.5
3,shepard,1,pitch_decrease_mild_220to156Hz.wav,audio,-2.5
3,shepard,1,pitch_constant_220to220Hz.wav,audio,0.0
3,shepard,1,pitch_increase_strong_220to440Hz.wav,haptic,5.0
3,shepard,1,pitch_increase_strong_220to440Hz.wav,both,10.0
3,shepard,1,shepard_falling_haptic.wav,both,-1.0
3,shepard,1,pitch_decrease_mild_220to156Hz.wav,haptic,2.5
3,shepard,1,pitch_increase_mild_220to311Hz.wav,haptic,-3.0
3,shepard,1,pitch_constant_220to220Hz.wav,both,0.0
3,shepard,1,pitch_increase_mild_220to311Hz.wav,both,5.0
3,shepard,1,pitch_decrease_strong_220to110Hz.wav,audio,-10.0
3,shepard,2,pitch_decrease_mild_220to156Hz.wav,haptic,3.5
3,shepard,2,pitch_increase_strong_220to440Hz.wav,haptic,7.5
3,shepard,2,pitch_increase_strong_220to440Hz.wav,audio,10.0
3,shepard,2,pitch_decrease_strong_220to110Hz.wav,audio,-7.5
3,shepard,2,shepard_falling_haptic.wav,audio,-1.0
3,shepard,2,shepard_rising_haptic.wav,audio,1.0
3,shepard,2,shepard_falling_haptic.wav,haptic,2.5
3,shepard,2,pitch_increase_strong_220to440Hz.wav,both,10.0
3,shepard,2,pitch_constant_220to220Hz.wav,haptic,3.5
3,shepard,2,pitch_decrease_strong_220to110Hz.wav,both,-7.5
3,shepard,2,pitch_decrease_strong_220to110Hz.wav,haptic,-5.0
3,shepard,2,shepard_falling_haptic.wav,both,-2.5
3,shepard,2,shepard_rising_haptic.wav,haptic,-7.5
3,shepard,2,pitch_decrease_mild_220to156Hz.wav,audio,-5.0
3,shepard,2,pitch_constant_220to220Hz.wav,both,0.0
3,shepard,2,pitch_decrease_mild_220to156Hz.wav,both,-4.0
3,shepard,2,pitch_increase_mild_220to311Hz.wav,haptic,5.0
3,shepard,2,pitch_constant_220to220Hz.wav,audio,0.0
3,shepard,2,pitch_increase_mild_220to311Hz.wav,audio,5.0
3,shepard,2,shepard_rising_haptic.wav,both,2.0
3,shepard,2,pitch_increase_mild_220to311Hz.wav,both,5.0
3,shepard,3,pitch_decrease_strong_220to110Hz.wav,both,-7.5
3,shepard,3,shepard_rising_haptic.wav,haptic,-2.0
3,shepard,3,pitch_increase_strong_220to440Hz.wav,haptic,7.5
3,shepard,3,pitch_increase_strong_220to440Hz.wav,audio,10.0
3,shepard,3,shepard_falling_haptic.wav,haptic,1.0
3,shepard,3,pitch_constant_220to220Hz.wav,audio,0.0
3,shepard,3,pitch_decrease_mild_220to156Hz.wav,audio,-5.0
3,shepard,3,pitch_constant_220to220Hz.wav,both,0.0
3,shepard,3,shepard_rising_haptic.wav,both,1.0
3,shepard,3,shepard_rising_haptic.wav,audio,1.0
3,shepard,3,pitch_increase_mild_220to311Hz.wav,haptic,5.0
3,shepard,3,pitch_decrease_mild_220to156Hz.wav,both,-2.5
3,shepard,3,pitch_increase_strong_220to440Hz.wav,both,10.0
3,shepard,3,pitch_decrease_strong_220to110Hz.wav,haptic,2.5
3,shepard,3,pitch_decrease_strong_220to110Hz.wav,audio,-7.5
3,shepard,3,pitch_increase_mild_220to311Hz.wav,both,5.0
3,shepard,3,pitch_increase_mild_220to311Hz.wav,audio,5.0
3,shepard,3,pitch_decrease_mild_220to156Hz.wav,haptic,2.5
3,shepard,3,shepard_falling_haptic.wav,both,-1.5
3,shepard,3,pitch_constant_220to220Hz.wav,haptic,0.0
3,shepard,3,shepard_falling_haptic.wav,audio,-1.0
