Participant,Stimulus,Filename,Modality,Score_Run1,Score_Run2,Score_Run3,Average
2,shepard,pitch_constant_200to200Hz.mp3,audio,-0.3,-1.1,1.9,0.167
2,shepard,pitch_constant_200to200Hz.mp3,both,0.2,0.0,0.0,0.067
2,shepard,pitch_constant_200to200Hz.mp3,haptic,5.1,6.3,4.6,5.333
2,shepard,pitch_decrease_mild_200to141Hz.mp3,audio,-5.1,-4.4,-4.5,-4.667
2,shepard,pitch_decrease_mild_200to141Hz.mp3,both,-4.7,-2.8,-5.0,-4.167
2,shepard,pitch_decrease_mild_200to141Hz.mp3,haptic,4.8,8.3,5.1,6.067
2,shepard,pitch_decrease_strong_200to100Hz.mp3,audio,-3.4,-4.4,-5.2,-4.333
2,shepard,pitch_decrease_strong_200to100Hz.mp3,both,-5.5,-4.9,-3.6,-4.667
2,shepard,pitch_decrease_strong_200to100Hz.mp3,haptic,7.1,3.2,-4.7,1.867
2,shepard,pitch_increase_mild_200to283Hz.mp3,audio,4.4,3.3,2.4,3.367
2,shepard,pitch_increase_mild_200to283Hz.mp3,both,2.9,2.7,5.3,3.633
2,shepard,pitch_increase_mild_200to283Hz.mp3,haptic,-3.0,1.7,-4.4,-1.9
2,shepard,pitch_increase_strong_200to400Hz.mp3,audio,3.7,3.1,3.7,3.5
2,shepard,pitch_increase_strong_200to400Hz.mp3,both,7.4,6.3,8.4,7.367
2,shepard,pitch_increase_strong_200to400Hz.mp3,haptic,-4.0,-5.3,4.7,-1.533
2,shepard,shepard_falling_1.0.mp3,audio,-5.8,-3.7,-3.7,-4.4
2,shepard,shepard_falling_1.0.mp3,both,-4.4,-5.2,-6.9,-5.5
2,shepard,shepard_falling_1.0.mp3,haptic,-4.5,-2.3,-2.1,-2.967
2,shepard,shepard_rising_1.0.mp3,audio,9.1,5.2,4.5,6.267
2,shepard,shepard_rising_1.0.mp3,both,10.0,8.7,6.6,8.433
2,shepard,shepard_rising_1.0.mp3,haptic,3.1,3.9,3.9,3.633
