Participant,Stimulus,Filename,Modality,Score_Run1,Score_Run2,Score_Run3,Average
2,risset,ramp_90to110BPM_12s_210Hz.wav,audio,1.1,3.6,0.0,1.567
2,risset,ramp_90to110BPM_12s_210Hz.wav,both,2.5,3.3,0.0,1.933
2,risset,ramp_90to110BPM_12s_210Hz.wav,haptic,6.7,0.0,1.6,2.767
2,risset,ramp_90to120BPM_12s_210Hz.wav,audio,3.0,6.7,7.4,5.7
2,risset,ramp_90to120BPM_12s_210Hz.wav,both,4.5,6.3,3.5,4.767
2,risset,ramp_90to120BPM_12s_210Hz.wav,haptic,0.0,4.6,3.0,2.533
2,risset,ramp_90to60BPM_12s_210Hz.wav,audio,0.0,0.0,0.0,0.0
2,risset,ramp_90to60BPM_12s_210Hz.wav,both,-3.2,-3.2,0.0,-2.133
2,risset,ramp_90to60BPM_12s_210Hz.wav,haptic,-3.8,-5.6,-4.5,-4.633
2,risset,ramp_90to70BPM_12s_210Hz.wav,audio,-5.8,-4.4,0.0,-3.4
2,risset,ramp_90to70BPM_12s_210Hz.wav,both,-2.7,-3.7,-2.5,-2.967
2,risset,ramp_90to70BPM_12s_210Hz.wav,haptic,0.0,-3.1,-5.3,-2.8
2,risset,ramp_90to90BPM_12s_210Hz.wav,audio,0.0,0.0,0.0,0.0
2,risset,ramp_90to90BPM_12s_210Hz.wav,both,0.0,0.0,0.0,0.0
2,risset,ramp_90to90BPM_12s_210Hz.wav,haptic,0.0,0.0,1.3,0.433
2,risset,risset_accelerating_haptic.wav,audio,9.1,7.8,-6.8,3.367
2,risset,risset_accelerating_haptic.wav,both,9.3,8.8,8.3,8.8
2,risset,risset_accelerating_haptic.wav,haptic,8.1,8.5,9.2,8.6
2,risset,risset_decelerating_haptic.wav,audio,-8.0,-7.9,-7.8,-7.9
2,risset,risset_decelerating_haptic.wav,both,-8.1,-6.7,-8.1,-7.633
2,risset,risset_decelerating_haptic.wav,haptic,-6.2,-6.7,-8.5,-7.133
