Participant,Block,Stimulus,Modality,Rank,Filename,Score
2,1,risset,audio,1,risset_decelerating_haptic.wav,-7.5
2,1,risset,audio,2,risset_accelerating_haptic.wav,-5.0
2,1,risset,audio,3,ramp_90to60BPM_12s_210Hz.wav,-3.2
2,1,risset,audio,4,ramp_90to70BPM_12s_210Hz.wav,0.0
2,1,risset,audio,5,ramp_90to90BPM_12s_210Hz.wav,0.8
2,1,risset,audio,6,ramp_90to110BPM_12s_210Hz.wav,3.0
2,1,risset,audio,7,ramp_90to120BPM_12s_210Hz.wav,8.3
2,2,risset,both,1,risset_decelerating_haptic.wav,-9.2
2,2,risset,both,2,ramp_90to60BPM_12s_210Hz.wav,-5.0
2,2,risset,both,3,ramp_90to70BPM_12s_210Hz.wav,-1.0
2,2,risset,both,4,ramp_90to90BPM_12s_210Hz.wav,0.0
2,2,risset,both,5,ramp_90to110BPM_12s_210Hz.wav,0.8
2,2,risset,both,6,ramp_90to120BPM_12s_210Hz.wav,2.8
2,2,risset,both,7,risset_accelerating_haptic.wav,8.1
2,3,risset,haptic,1,risset_decelerating_haptic.wav,-8.7
2,3,risset,haptic,2,ramp_90to60BPM_12s_210Hz.wav,-3.3
2,3,risset,haptic,3,ramp_90to70BPM_12s_210Hz.wav,-1.2
2,3,risset,haptic,4,ramp_90to90BPM_12s_210Hz.wav,0.0
2,3,risset,haptic,5,ramp_90to110BPM_12s_210Hz.wav,1.5
2,3,risset,haptic,6,ramp_90to120BPM_12s_210Hz.wav,3.0
2,3,risset,haptic,7,risset_accelerating_haptic.wav,8.8
