Participant,Block,Stimulus,Modality,Rank,Filename,Score
2,2,risset,both,1,rissettrhythm reverse-2.0.mp3,-9.0
2,2,risset,both,2,rissettrhythm reverse-1.5.mp3,-7.4
2,2,risset,both,3,rissettrhythm reverse.mp3,-5.2
2,2,risset,both,4,ramp_60to60BPM_8s_700Hz.mp3,-2.6
2,2,risset,both,5,ramp_60to80BPM_8s_700Hz.mp3,-0.4
2,2,risset,both,6,ramp_80to60BPM_8s_700Hz.mp3,0.8
2,2,risset,both,7,ramp_60to90BPM_8s_700Hz.mp3,1.0
2,2,risset,both,8,rissettrhythm.mp3,1.8
2,2,risset,both,9,ramp_100to60BPM_8s_700Hz.mp3,3.1
2,2,risset,both,10,ramp_90to60BPM_8s_700Hz.mp3,3.7
2,2,risset,both,11,ramp_60to100BPM_8s_700Hz.mp3,4.9
2,2,risset,both,12,rissettrhythm-1.5.mp3,9.0
2,2,risset,both,13,rissettrhythm-2.0.mp3,10.0
