Participant,Block,Stimulus,Modality,Rank,Filename,Score
2,1,shepard,audio,1,pitch_decrease_strong_220to110Hz.wav,-7.2
2,1,shepard,audio,2,pitch_decrease_mild_220to156Hz.wav,-4.5
2,1,shepard,audio,3,shepard_falling_haptic.wav,-2.8
2,1,shepard,audio,4,pitch_constant_220to220Hz.wav,0.0
2,1,shepard,audio,5,shepard_rising_haptic.wav,2.8
2,1,shepard,audio,6,pitch_increase_mild_220to311Hz.wav,6.6
2,1,shepard,audio,7,pitch_increase_strong_220to440Hz.wav,9.2
2,2,shepard,both,1,pitch_decrease_strong_220to110Hz.wav,-9.0
2,2,shepard,both,2,shepard_falling_haptic.wav,-7.6
2,2,shepard,both,3,pitch_decrease_mild_220to156Hz.wav,-4.2
2,2,shepard,both,4,pitch_constant_220to220Hz.wav,0.0
2,2,shepard,both,5,shepard_rising_haptic.wav,4.2
2,2,shepard,both,6,pitch_increase_mild_220to311Hz.wav,7.0
2,2,shepard,both,7,pitch_increase_strong_220to440Hz.wav,8.9
2,3,shepard,haptic,1,pitch_increase_strong_220to440Hz.wav,-8.9
2,3,shepard,haptic,2,pitch_increase_mild_220to311Hz.wav,-7.2
2,3,shepard,haptic,3,shepard_rising_haptic.wav,-1.0
2,3,shepard,haptic,4,shepard_falling_haptic.wav,0.0
2,3,shepard,haptic,5,pitch_constant_220to220Hz.wav,2.9
2,3,shepard,haptic,6,pitch_decrease_strong_220to110Hz.wav,5.0
2,3,shepard,haptic,7,pitch_decrease_mild_220to156Hz.wav,6.8
