Participant,Stimulus,Filename,Modality,Score_Run1,Score_Run2,Score_Run3,Average
1,risset,ramp_90to110BPM_8s_700Hz.mp3,audio,2.2,2.2,3.2,2.533
1,risset,ramp_90to110BPM_8s_700Hz.mp3,both,2.8,1.4,-0.9,1.1
1,risset,ramp_90to110BPM_8s_700Hz.mp3,haptic,0.0,-0.4,-5.2,-1.867
1,risset,ramp_90to120BPM_8s_700Hz.mp3,audio,1.8,1.4,2.5,1.9
1,risset,ramp_90to120BPM_8s_700Hz.mp3,both,2.7,3.3,4.0,3.333
1,risset,ramp_90to120BPM_8s_700Hz.mp3,haptic,1.3,2.1,0.0,1.133
1,risset,ramp_90to60BPM_8s_700Hz.mp3,audio,-2.1,-2.5,-1.8,-2.133
1,risset,ramp_90to60BPM_8s_700Hz.mp3,both,-2.0,-2.5,-3.6,-2.7
1,risset,ramp_90to60BPM_8s_700Hz.mp3,haptic,-2.1,-4.4,-3.3,-3.267
1,risset,ramp_90to70BPM_8s_700Hz.mp3,audio,-1.1,-1.4,-1.4,-1.3
1,risset,ramp_90to70BPM_8s_700Hz.mp3,both,-1.7,0.0,-0.9,-0.867
1,risset,ramp_90to70BPM_8s_700Hz.mp3,haptic,-2.6,-1.7,-2.5,-2.267
1,risset,ramp_90to90BPM_8s_700Hz.mp3,audio,0.0,-0.9,-1.5,-0.8
1,risset,ramp_90to90BPM_8s_700Hz.mp3,both,0.0,0.0,0.0,0.0
1,risset,ramp_90to90BPM_8s_700Hz.mp3,haptic,2.8,2.7,-4.5,0.333
1,risset,rissettrhythm reverse-1.5.mp3,audio,-2.7,3.8,-7.7,-2.2
1,risset,rissettrhythm reverse-1.5.mp3,both,2.7,-3.5,0.0,-0.267
1,risset,rissettrhythm reverse-1.5.mp3,haptic,2.7,0.0,-1.2,0.5
1,risset,rissettrhythm reverse.mp3,audio,-3.6,-3.4,-3.1,-3.367
1,risset,rissettrhythm reverse.mp3,both,-2.3,-3.6,-3.6,-3.167
1,risset,rissettrhythm reverse.mp3,haptic,0.0,0.0,-1.6,-0.533
1,risset,rissettrhythm-1.5.mp3,audio,7.0,8.7,8.9,8.2
1,risset,rissettrhythm-1.5.mp3,both,7.9,9.2,8.8,8.633
1,risset,rissettrhythm-1.5.mp3,haptic,1.2,3.0,-1.6,0.867
1,risset,rissettrhythm.mp3,audio,6.6,6.0,7.9,6.833
1,risset,rissettrhythm.mp3,both,3.7,4.0,6.7,4.8
1,risset,rissettrhythm.mp3,haptic,1.7,0.0,0.0,0.567
