Participant,Stimulus,Filename,Modality,Score_Run1,Score_Run2,Score_Run3,Average
9,shepard,pitch_constant_200to200Hz.mp3,audio,-1.2,0.0,0.0,-0.4
9,shepard,pitch_constant_200to200Hz.mp3,both,0.9,0.9,1.5,1.1
9,shepard,pitch_constant_200to200Hz.mp3,haptic,0.0,0.0,1.8,0.6
9,shepard,pitch_decrease_mild_200to141Hz.mp3,audio,-8.2,-6.1,-3.2,-5.833
9,shepard,pitch_decrease_mild_200to141Hz.mp3,both,-8.0,-4.9,-4.6,-5.833
9,shepard,pitch_decrease_mild_200to141Hz.mp3,haptic,-1.4,0.4,-1.1,-0.7
9,shepard,pitch_decrease_strong_200to100Hz.mp3,audio,-7.0,-4.3,-10.0,-7.1
9,shepard,pitch_decrease_strong_200to100Hz.mp3,both,-7.3,-8.3,-8.3,-7.967
9,shepard,pitch_decrease_strong_200to100Hz.mp3,haptic,-4.2,-0.1,-4.4,-2.9
9,shepard,pitch_increase_mild_200to283Hz.mp3,audio,5.0,4.1,4.4,4.5
9,shepard,pitch_increase_mild_200to283Hz.mp3,both,2.1,6.4,3.9,4.133
9,shepard,pitch_increase_mild_200to283Hz.mp3,haptic,3.0,-1.4,1.2,0.933
9,shepard,pitch_increase_strong_200to400Hz.mp3,audio,6.2,4.3,7.5,6.0
9,shepard,pitch_increase_strong_200to400Hz.mp3,both,6.7,6.9,3.8,5.8
9,shepard,pitch_increase_strong_200to400Hz.mp3,haptic,-0.6,-5.3,0.0,-1.967
9,shepard,shepard_falling_1.0.mp3,audio,-7.7,-7.7,-7.8,-7.733
9,shepard,shepard_falling_1.0.mp3,both,-4.8,-4.1,-6.7,-5.2
9,shepard,shepard_falling_1.0.mp3,haptic,3.1,-0.5,0.7,1.1
9,shepard,shepard_falling_1.5.mp3,audio,-8.6,-8.7,-6.2,-7.833
9,shepard,shepard_falling_1.5.mp3,both,-8.2,-7.0,-6.3,-7.167
9,shepard,shepard_falling_1.5.mp3,haptic,-2.7,1.1,0.0,-0.533
9,shepard,shepard_rising_1.0.mp3,audio,9.2,6.5,9.1,8.267
9,shepard,shepard_rising_1.0.mp3,both,9.3,9.0,8.7,9.0
9,shepard,shepard_rising_1.0.mp3,haptic,6.3,2.1,0.0,2.8
9,shepard,shepard_rising_1.5.mp3,audio,10.0,10.0,8.9,9.633
9,shepard,shepard_rising_1.5.mp3,both,10.0,10.0,9.0,9.667
9,shepard,shepard_rising_1.5.mp3,haptic,7.4,0.8,1.1,3.1
