Participant,Block,Stimulus,Modality,Rank,Filename,Score
5,1,risset,both,1,ramp_90to60BPM_8s_700Hz.mp3,-3.0
5,1,risset,both,2,ramp_90to70BPM_8s_700Hz.mp3,-2.0
5,1,risset,both,3,rissettrhythm reverse-1.5.mp3,-1.5
5,1,risset,both,4,rissettrhythm reverse.mp3,-1.0
5,1,risset,both,5,ramp_90to90BPM_8s_700Hz.mp3,2.0
5,1,risset,both,6,ramp_90to110BPM_8s_700Hz.mp3,3.0
5,1,risset,both,7,ramp_90to120BPM_8s_700Hz.mp3,3.5
5,1,risset,both,8,rissettrhythm.mp3,6.0
5,1,risset,both,9,rissettrhythm-1.5.mp3,7.0
5,2,risset,audio,1,ramp_90to60BPM_8s_700Hz.mp3,-3.5
5,2,risset,audio,2,ramp_90to70BPM_8s_700Hz.mp3,-2.5
5,2,risset,audio,3,rissettrhythm reverse.mp3,-1.5
5,2,risset,audio,4,rissettrhythm reverse-1.5.mp3,-1.0
5,2,risset,audio,5,ramp_90to90BPM_8s_700Hz.mp3,-0.5
5,2,risset,audio,6,ramp_90to110BPM_8s_700Hz.mp3,3.0
5,2,risset,audio,7,ramp_90to120BPM_8s_700Hz.mp3,4.0
5,2,risset,audio,8,rissettrhythm.mp3,6.0
5,2,risset,audio,9,rissettrhythm-1.5.mp3,7.0
5,3,risset,haptic,1,ramp_90to60BPM_8s_700Hz.mp3,-4.0
5,3,risset,haptic,2,ramp_90to70BPM_8s_700Hz.mp3,-3.0
5,3,risset,haptic,3,rissettrhythm reverse-1.5.mp3,-1.5
5,3,risset,haptic,4,rissettrhythm reverse.mp3,-0.5
5,3,risset,haptic,5,rissettrhythm-1.5.mp3,0.2
5,3,risset,haptic,6,rissettrhythm.mp3,0.5
5,3,risset,haptic,7,ramp_90to90BPM_8s_700Hz.mp3,1.0
5,3,risset,haptic,8,ramp_90to110BPM_8s_700Hz.mp3,1.5
5,3,risset,haptic,9,ramp_90to120BPM_8s_700Hz.mp3,3.0
