Participant,Block,Stimulus,Modality,Rank,Filename,Score
10,1,risset,haptic,1,rissettrhythm reverse.mp3,5.5
10,1,risset,haptic,2,ramp_90to60BPM_8s_700Hz.mp3,-8.1
10,1,risset,haptic,3,rissettrhythm.mp3,7.6
10,1,risset,haptic,4,rissettrhythm-1.5.mp3,8.4
10,1,risset,haptic,5,rissettrhythm reverse-1.5.mp3,8.9
10,1,risset,haptic,6,ramp_90to70BPM_8s_700Hz.mp3,-3.2
10,1,risset,haptic,7,ramp_90to90BPM_8s_700Hz.mp3,3.5
10,1,risset,haptic,8,ramp_90to110BPM_8s_700Hz.mp3,-6.2
10,1,risset,haptic,9,ramp_90to120BPM_8s_700Hz.mp3,0.0
10,2,risset,both,1,rissettrhythm.mp3,8.6
10,2,risset,both,2,ramp_90to110BPM_8s_700Hz.mp3,2.7
10,2,risset,both,3,rissettrhythm reverse-1.5.mp3,-2.0
10,2,risset,both,4,rissettrhythm-1.5.mp3,10.0
10,2,risset,both,5,ramp_90to60BPM_8s_700Hz.mp3,-3.5
10,2,risset,both,6,ramp_90to90BPM_8s_700Hz.mp3,0.0
10,2,risset,both,7,ramp_90to120BPM_8s_700Hz.mp3,4.8
10,2,risset,both,8,rissettrhythm reverse.mp3,-5.6
10,2,risset,both,9,ramp_90to70BPM_8s_700Hz.mp3,0.0
10,3,risset,audio,1,rissettrhythm.mp3,-5.9
10,3,risset,audio,2,rissettrhythm reverse-1.5.mp3,-7.4
10,3,risset,audio,3,ramp_90to70BPM_8s_700Hz.mp3,0.0
10,3,risset,audio,4,ramp_90to60BPM_8s_700Hz.mp3,-10.0
10,3,risset,audio,5,ramp_90to120BPM_8s_700Hz.mp3,7.6
10,3,risset,audio,6,ramp_90to110BPM_8s_700Hz.mp3,5.0
10,3,risset,audio,7,rissettrhythm reverse.mp3,-4.4
10,3,risset,audio,8,rissettrhythm-1.5.mp3,-8.7
10,3,risset,audio,9,ramp_90to90BPM_8s_700Hz.mp3,2.7
