Participant,Block,Stimulus,Modality,Rank,Filename,Score
11,1,risset,both,1,rissettrhythm reverse.mp3,-5.6
11,1,risset,both,2,rissettrhythm reverse-1.5.mp3,-4.1
11,1,risset,both,3,ramp_90to60BPM_8s_700Hz.mp3,-2.2
11,1,risset,both,4,ramp_90to70BPM_8s_700Hz.mp3,-0.9
11,1,risset,both,5,ramp_90to90BPM_8s_700Hz.mp3,0.2
11,1,risset,both,6,ramp_90to110BPM_8s_700Hz.mp3,1.9
11,1,risset,both,7,ramp_90to120BPM_8s_700Hz.mp3,3.3
11,1,risset,both,8,rissettrhythm.mp3,5.0
11,1,risset,both,9,rissettrhythm-1.5.mp3,7.5
11,2,risset,audio,1,rissettrhythm reverse.mp3,-5.1
11,2,risset,audio,2,rissettrhythm reverse-1.5.mp3,-4.1
11,2,risset,audio,3,ramp_90to60BPM_8s_700Hz.mp3,-2.1
11,2,risset,audio,4,ramp_90to70BPM_8s_700Hz.mp3,-1.5
11,2,risset,audio,5,ramp_90to90BPM_8s_700Hz.mp3,-0.4
11,2,risset,audio,6,ramp_90to110BPM_8s_700Hz.mp3,1.0
11,2,risset,audio,7,ramp_90to120BPM_8s_700Hz.mp3,2.2
11,2,risset,audio,8,rissettrhythm.mp3,4.4
11,2,risset,audio,9,rissettrhythm-1.5.mp3,7.0
11,3,risset,haptic,1,ramp_90to60BPM_8s_700Hz.mp3,-1.6
11,3,risset,haptic,2,ramp_90to120BPM_8s_700Hz.mp3,-1.3
11,3,risset,haptic,3,ramp_90to90BPM_8s_700Hz.mp3,-1.1
11,3,risset,haptic,4,ramp_90to70BPM_8s_700Hz.mp3,-0.5
11,3,risset,haptic,5,ramp_90to110BPM_8s_700Hz.mp3,0.6
11,3,risset,haptic,6,rissettrhythm-1.5.mp3,0.6
11,3,risset,haptic,7,rissettrhythm reverse-1.5.mp3,1.0
11,3,risset,haptic,8,rissettrhythm reverse.mp3,3.7
11,3,risset,haptic,9,rissettrhythm.mp3,3.9
