Participant,Block,Stimulus,Modality,Rank,Filename,Score
4,2,risset,both,1,ramp_90to70BPM_8s_700Hz.mp3,-2.0
4,2,risset,both,2,ramp_90to60BPM_8s_700Hz.mp3,-1.0
4,2,risset,both,3,rissettrhythm reverse.mp3,0.0
4,2,risset,both,4,rissettrhythm-1.5.mp3,0.0
4,2,risset,both,5,ramp_90to90BPM_8s_700Hz.mp3,0.0
4,2,risset,both,6,rissettrhythm reverse-1.5.mp3,0.0
4,2,risset,both,7,ramp_90to120BPM_8s_700Hz.mp3,0.8
4,2,risset,both,8,rissettrhythm.mp3,1.5
4,2,risset,both,9,ramp_90to110BPM_8s_700Hz.mp3,2.1
