Participant,Stimulus,Filename,Modality,Score_Run1,Score_Run2,Score_Run3,Average
10,shepard,pitch_constant_200to200Hz.mp3,audio,0.0,0.0,0.0,0.0
10,shepard,pitch_constant_200to200Hz.mp3,both,6.6,1.3,3.9,3.933
10,shepard,pitch_constant_200to200Hz.mp3,haptic,0.0,6.4,3.3,3.233
10,shepard,pitch_decrease_mild_200to141Hz.mp3,audio,-10.0,-8.1,-3.9,-7.333
10,shepard,pitch_decrease_mild_200to141Hz.mp3,both,-7.0,-10.0,-4.0,-7.0
10,shepard,pitch_decrease_mild_200to141Hz.mp3,haptic,-4.5,0.0,7.3,0.933
10,shepard,pitch_decrease_strong_200to100Hz.mp3,audio,-5.5,-8.4,-8.4,-7.433
10,shepard,pitch_decrease_strong_200to100Hz.mp3,both,-3.8,-8.9,-5.6,-6.1
10,shepard,pitch_decrease_strong_200to100Hz.mp3,haptic,0.0,-4.5,0.0,-1.5
10,shepard,pitch_increase_mild_200to283Hz.mp3,audio,2.1,3.1,4.6,3.267
10,shepard,pitch_increase_mild_200to283Hz.mp3,both,3.0,4.3,1.3,2.867
10,shepard,pitch_increase_mild_200to283Hz.mp3,haptic,6.7,-3.2,3.6,2.367
10,shepard,pitch_increase_strong_200to400Hz.mp3,audio,4.6,5.6,4.0,4.733
10,shepard,pitch_increase_strong_200to400Hz.mp3,both,5.0,8.7,7.7,7.133
10,shepard,pitch_increase_strong_200to400Hz.mp3,haptic,4.6,0.0,-6.6,-0.667
10,shepard,shepard_falling_1.0.mp3,audio,-6.8,-9.2,-10.0,-8.667
10,shepard,shepard_falling_1.0.mp3,both,-9.3,-5.1,-8.6,-7.667
10,shepard,shepard_falling_1.0.mp3,haptic,-3.7,3.6,-4.5,-1.533
10,shepard,shepard_falling_1.5.mp3,audio,-10.0,-7.7,-10.0,-9.233
10,shepard,shepard_falling_1.5.mp3,both,-8.4,-10.0,-10.0,-9.467
10,shepard,shepard_falling_1.5.mp3,haptic,0.0,0.0,0.0,0.0
10,shepard,shepard_rising_1.0.mp3,audio,10.0,7.0,9.4,8.8
10,shepard,shepard_rising_1.0.mp3,both,10.0,4.1,8.1,7.4
10,shepard,shepard_rising_1.0.mp3,haptic,0.0,0.0,5.7,1.9
10,shepard,shepard_rising_1.5.mp3,audio,8.9,7.5,10.0,8.8
10,shepard,shepard_rising_1.5.mp3,both,2.8,10.0,10.0,7.6
10,shepard,shepard_rising_1.5.mp3,haptic,0.0,0.0,4.5,1.5
