Participant,Stimulus,Filename,Modality,Score_Run1,Score_Run2,Score_Run3,Average
2,risset,ramp_90to110BPM_8s_700Hz.mp3,audio,3.8,2.4,2.7,2.967
2,risset,ramp_90to110BPM_8s_700Hz.mp3,both,2.9,7.1,7.0,5.667
2,risset,ramp_90to110BPM_8s_700Hz.mp3,haptic,2.3,1.6,0.0,1.3
2,risset,ramp_90to120BPM_8s_700Hz.mp3,audio,5.9,6.7,8.1,6.9
2,risset,ramp_90to120BPM_8s_700Hz.mp3,both,7.7,7.3,5.9,6.967
2,risset,ramp_90to120BPM_8s_700Hz.mp3,haptic,3.3,1.4,3.3,2.667
2,risset,ramp_90to60BPM_8s_700Hz.mp3,audio,-7.6,-6.4,-4.2,-6.067
2,risset,ramp_90to60BPM_8s_700Hz.mp3,both,-2.1,-1.9,-5.9,-3.3
2,risset,ramp_90to60BPM_8s_700Hz.mp3,haptic,2.1,-5.3,-1.3,-1.5
2,risset,ramp_90to70BPM_8s_700Hz.mp3,audio,-2.3,-2.3,-3.5,-2.7
2,risset,ramp_90to70BPM_8s_700Hz.mp3,both,-1.4,4.8,-1.8,0.533
2,risset,ramp_90to70BPM_8s_700Hz.mp3,haptic,0.0,-3.0,-3.2,-2.067
2,risset,ramp_90to90BPM_8s_700Hz.mp3,audio,1.4,1.6,0.4,1.133
2,risset,ramp_90to90BPM_8s_700Hz.mp3,both,0.9,6.1,0.0,2.333
2,risset,ramp_90to90BPM_8s_700Hz.mp3,haptic,-0.2,1.5,0.0,0.433
2,risset,rissettrhythm reverse-1.5.mp3,audio,-6.8,-1.6,-3.6,-4.0
2,risset,rissettrhythm reverse-1.5.mp3,both,-5.9,-6.0,-2.6,-4.833
2,risset,rissettrhythm reverse-1.5.mp3,haptic,-1.9,-1.4,3.9,0.2
2,risset,rissettrhythm reverse.mp3,audio,-8.3,-3.2,-0.6,-4.033
2,risset,rissettrhythm reverse.mp3,both,-4.8,-4.2,-3.8,-4.267
2,risset,rissettrhythm reverse.mp3,haptic,0.0,-3.2,2.5,-0.233
2,risset,rissettrhythm-1.5.mp3,audio,5.8,10.0,9.4,8.4
2,risset,rissettrhythm-1.5.mp3,both,10.0,10.0,10.0,10.0
2,risset,rissettrhythm-1.5.mp3,haptic,0.1,-0.7,1.0,0.133
2,risset,rissettrhythm.mp3,audio,1.6,5.5,5.2,4.1
2,risset,rissettrhythm.mp3,both,3.5,2.4,6.2,4.033
2,risset,rissettrhythm.mp3,haptic,7.5,3.7,9.6,6.933
